,Customer ID,Total Unique Visits,First Visit Timestamp,Last Visit Timestamp,Channel,Geo Location,Total Unique Devices,Device Type,Total Unique Cookies,Exit Page,Total Sponsored Listings Viewed,Total Homepage Promos Seen,Total Product Searches Viewed,Total Session Cost,Avg Session Cost,Total Session Duration,Avg Session Duration,Total Page Views,Avg Page Views
164,U1164,10,2025-03-06 06:37:11,2025-05-26 13:01:52,paid,Bolivia,10,desktop,10,category,3,0,3,5.64,0.564,0.0,,5,0.5
165,U1165,3,2025-03-18 06:54:41,2025-04-29 04:04:59,organic,Cameroon,3,tablet,3,category,0,3,0,4.59,1.53,0.0,,3,1.0
166,U1166,10,2025-03-06 18:59:54,2025-05-22 16:29:29,social,Antigua and Barbuda,10,desktop,10,blog,1,4,7,5.930000000000001,0.5930000000000001,0.0,,4,0.4
167,U1167,8,2025-03-17 14:55:40,2025-05-26 01:28:57,referral,Cayman Islands,8,tablet,8,category,0,1,4,3.36,0.42,0.0,,2,0.25
168,U1168,7,2025-03-17 11:58:42,2025-05-23 17:04:09,organic,Benin,7,desktop,7,home,1,3,3,5.25,0.75,0.0,,0,0.0
169,U1169,8,2025-03-24 22:44:45,2025-05-26 14:05:50,paid,American Samoa,8,desktop,8,category,3,3,5,9.31,1.16375,0.0,,0,0.0
170,U1170,5,2025-03-01 11:49:53,2025-04-27 10:55:40,paid,Israel,5,mobile,5,product,1,1,1,4.12,0.8240000000000001,0.0,,0,0.0
171,U1171,12,2025-03-02 04:56:51,2025-05-19 17:44:50,social,Armenia,12,tablet,12,category,3,4,0,11.2,0.9333333333333332,0.0,,4,0.3333333333333333
172,U1172,3,2025-03-22 03:59:30,2025-04-04 19:08:44,email,Bulgaria,3,mobile,3,blog,0,1,3,3.25,1.0833333333333333,0.0,,1,0.3333333333333333
173,U1173,8,2025-03-03 08:53:15,2025-05-23 07:06:12,organic,Andorra,8,mobile,8,blog,3,0,2,9.1,1.1375,0.0,,6,0.75
174,U1174,9,2025-03-01 03:10:39,2025-05-24 14:51:46,referral,Barbados,9,mobile,9,blog,3,2,0,12.379999999999999,1.3755555555555554,0.0,,5,0.5555555555555556
175,U1175,12,2025-03-21 02:41:10,2025-05-30 12:17:03,email,Antigua and Barbuda,12,mobile,12,blog,1,5,6,7.93,0.6608333333333333,0.0,,1,0.08333333333333333
176,U1176,9,2025-03-04 23:14:38,2025-05-28 08:27:47,organic,Haiti,9,mobile,9,home,0,5,9,6.89,0.7655555555555555,0.0,,3,0.3333333333333333
177,U1177,8,2025-03-12 00:36:30,2025-05-15 02:33:41,organic,Bangladesh,8,tablet,8,blog,1,4,7,12.11,1.51375,0.0,,1,0.125
178,U1178,9,2025-03-07 03:39:39,2025-05-24 13:52:59,social,Austria,9,desktop,9,product,6,6,3,13.290000000000001,1.4766666666666668,0.0,,0,0.0
179,U1179,11,2025-03-12 21:56:01,2025-05-17 15:54:39,email,Korea,11,mobile,11,home,0,4,3,5.01,0.45545454545454545,0.0,,4,0.36363636363636365
180,U1180,5,2025-03-09 11:26:38,2025-05-25 19:49:13,paid,Bahrain,5,mobile,5,home,0,0,4,1.02,0.20400000000000001,0.0,,1,0.2
181,U1181,9,2025-03-08 11:18:00,2025-04-30 21:39:34,paid,Angola,9,desktop,9,blog,3,1,3,8.58,0.9533333333333334,0.0,,2,0.2222222222222222
182,U1182,11,2025-03-03 02:03:26,2025-05-30 11:04:06,referral,Bahrain,11,mobile,11,landing,0,0,0,0.0,0.0,0.0,,0,0.0
183,U1183,12,2025-03-30 18:11:06,2025-05-27 05:08:54,organic,Oman,12,mobile,12,blog,7,7,5,23.020000000000003,1.9183333333333337,0.0,,1,0.08333333333333333
184,U1184,5,2025-03-05 14:15:40,2025-05-16 15:07:37,social,Chile,5,tablet,5,home,4,5,2,13.86,2.772,0.0,,0,0.0
185,U1185,9,2025-03-17 03:39:14,2025-05-29 17:22:58,organic,Cameroon,9,tablet,9,landing,2,5,5,7.84,0.8711111111111111,0.0,,0,0.0
186,U1186,5,2025-03-12 08:26:13,2025-05-17 03:13:10,organic,Armenia,5,desktop,5,home,0,5,3,8.69,1.738,0.0,,5,1.0
187,U1187,10,2025-03-04 08:49:53,2025-05-29 08:45:59,referral,British Virgin Islands,10,mobile,10,blog,0,5,6,6.0600000000000005,0.6060000000000001,0.0,,3,0.3
188,U1188,5,2025-03-15 02:46:08,2025-04-18 11:43:32,organic,Anguilla,5,desktop,5,landing,2,2,1,5.49,1.098,0.0,,2,0.4
189,U1189,5,2025-03-01 10:00:23,2025-05-08 11:49:14,referral,Cape Verde,5,desktop,5,category,0,3,2,4.34,0.868,0.0,,2,0.4
190,U1190,5,2025-03-29 03:20:46,2025-05-17 15:08:51,referral,Cameroon,5,mobile,5,blog,2,3,5,5.99,1.198,0.0,,0,0.0
191,U1191,11,2025-03-03 09:46:40,2025-05-29 13:05:46,organic,Burundi,11,tablet,11,blog,2,0,3,9.84,0.8945454545454545,0.0,,6,0.5454545454545454
192,U1192,7,2025-03-19 22:43:54,2025-05-15 20:31:19,social,Azerbaijan,7,desktop,7,category,3,0,4,11.49,1.6414285714285715,0.0,,2,0.2857142857142857
193,U1193,4,2025-03-09 02:46:39,2025-05-22 11:21:54,referral,Angola,4,mobile,4,blog,0,0,3,1.35,0.3375,0.0,,0,0.0
194,U1194,7,2025-03-06 10:36:01,2025-05-04 17:40:41,referral,Congo,7,desktop,7,category,0,2,4,7.75,1.1071428571428572,0.0,,5,0.7142857142857143
195,U1195,7,2025-03-02 04:24:23,2025-05-24 21:16:14,paid,Cameroon,7,desktop,7,home,1,1,4,4.220000000000001,0.602857142857143,0.0,,0,0.0
196,U1196,6,2025-03-09 12:07:10,2025-05-10 16:01:16,organic,Cuba,6,tablet,6,product,4,2,4,9.309999999999999,1.5516666666666665,0.0,,5,0.8333333333333334
197,U1197,8,2025-03-09 08:34:34,2025-05-27 00:49:50,organic,Cambodia,8,mobile,8,blog,3,3,0,6.24,0.78,0.0,,2,0.25
198,U1198,6,2025-03-01 15:25:23,2025-05-02 00:31:33,email,Benin,6,desktop,6,blog,3,1,1,4.04,0.6733333333333333,0.0,,0,0.0
199,U1199,6,2025-03-17 23:31:48,2025-05-28 19:48:23,organic,Burundi,6,mobile,6,product,0,2,3,2.96,0.49333333333333335,0.0,,0,0.0
200,U1200,5,2025-03-29 02:29:53,2025-05-20 19:21:41,email,Armenia,5,mobile,5,landing,0,3,0,5.93,1.186,0.0,,2,0.4
201,U1201,2,2025-04-17 23:20:15,2025-04-26 19:38:02,paid,Gabon,2,mobile,2,blog,0,0,1,0.63,0.315,0.0,,1,0.5
202,U1202,4,2025-03-15 22:54:06,2025-05-16 19:40:30,email,Afghanistan,4,mobile,4,product,2,2,0,8.44,2.11,0.0,,2,0.5
203,U1203,8,2025-03-13 01:21:11,2025-05-28 00:58:52,email,Estonia,8,desktop,8,blog,3,2,3,10.58,1.3225,0.0,,1,0.125
204,U1204,3,2025-03-03 18:16:33,2025-05-14 05:55:22,organic,British Indian Ocean Territory (Chagos Archipelago),3,tablet,3,blog,0,1,3,2.57,0.8566666666666666,0.0,,0,0.0
205,U1205,8,2025-03-26 00:58:38,2025-05-07 09:42:29,email,Bangladesh,8,tablet,8,blog,0,6,8,12.92,1.615,0.0,,2,0.25
206,U1206,5,2025-03-12 14:39:00,2025-05-22 01:38:43,organic,Andorra,5,desktop,5,blog,0,2,3,1.07,0.21400000000000002,0.0,,0,0.0
207,U1207,4,2025-03-06 16:20:20,2025-05-25 06:37:39,email,Cameroon,4,tablet,4,category,0,2,4,3.38,0.845,0.0,,0,0.0
208,U1208,14,2025-03-10 04:13:16,2025-05-30 21:46:36,paid,Australia,14,mobile,14,product,8,8,9,26.45,1.8892857142857142,0.0,,3,0.21428571428571427
209,U1209,10,2025-03-02 06:03:13,2025-05-24 16:56:23,email,Cambodia,10,tablet,10,home,2,10,2,20.21,2.021,0.0,,8,0.8
210,U1210,9,2025-03-10 22:39:03,2025-05-28 10:17:23,social,Burundi,9,tablet,9,home,6,3,7,17.94,1.9933333333333334,0.0,,4,0.4444444444444444
211,U1211,13,2025-03-08 10:01:32,2025-05-29 15:42:02,organic,Andorra,13,desktop,13,blog,8,2,5,15.34,1.18,0.0,,3,0.23076923076923078
212,U1212,4,2025-03-31 06:01:07,2025-05-26 09:12:45,referral,Burundi,4,desktop,4,landing,0,1,4,4.68,1.17,0.0,,3,0.75
213,U1213,11,2025-03-03 19:00:52,2025-05-23 04:31:26,organic,British Indian Ocean Territory (Chagos Archipelago),11,tablet,11,product,4,3,5,9.34,0.8490909090909091,0.0,,2,0.18181818181818182
214,U1214,13,2025-03-02 19:49:19,2025-05-28 05:01:36,paid,Armenia,13,desktop,13,home,0,9,7,16.93,1.3023076923076924,0.0,,7,0.5384615384615384
215,U1215,6,2025-03-01 23:56:11,2025-04-28 10:16:36,email,Bahrain,6,desktop,6,category,3,3,2,8.58,1.43,0.0,,3,0.5
216,U1216,13,2025-03-03 20:10:43,2025-05-23 00:36:58,referral,Guernsey,13,desktop,13,category,1,10,10,17.259999999999998,1.3276923076923075,0.0,,3,0.23076923076923078
217,U1217,11,2025-03-28 08:46:26,2025-05-29 17:37:00,email,Bolivia,11,tablet,11,category,2,4,7,13.72,1.2472727272727273,0.0,,6,0.5454545454545454
218,U1218,8,2025-03-18 13:24:27,2025-05-07 18:46:03,organic,Botswana,8,mobile,8,landing,0,0,5,2.02,0.2525,0.0,,0,0.0
219,U1219,6,2025-03-11 17:03:19,2025-05-14 00:13:35,email,Bouvet Island (Bouvetoya),6,desktop,6,category,1,3,5,5.52,0.9199999999999999,0.0,,0,0.0
220,U1220,8,2025-03-04 22:37:29,2025-05-08 10:08:31,organic,Belize,8,desktop,8,product,0,3,1,5.38,0.6725,0.0,,7,0.875
221,U1221,4,2025-03-22 22:19:23,2025-05-23 01:08:47,email,French Guiana,4,mobile,4,blog,3,0,1,4.93,1.2325,0.0,,3,0.75
222,U1222,7,2025-03-07 18:12:03,2025-05-21 15:48:28,organic,American Samoa,7,desktop,7,category,1,4,4,10.14,1.4485714285714286,0.0,,1,0.14285714285714285
223,U1223,8,2025-03-10 21:01:47,2025-05-07 11:33:13,referral,Belize,8,desktop,8,landing,7,1,1,13.31,1.66375,0.0,,1,0.125
224,U1224,6,2025-03-17 09:09:12,2025-05-29 20:04:57,email,Bahrain,6,desktop,6,product,3,0,0,7.050000000000001,1.175,0.0,,3,0.5
225,U1225,10,2025-03-23 14:37:32,2025-05-17 18:25:42,paid,British Virgin Islands,10,desktop,10,landing,3,8,7,18.92,1.8920000000000001,0.0,,3,0.3
226,U1226,9,2025-03-12 20:43:24,2025-04-28 13:28:38,email,Botswana,9,desktop,9,blog,0,5,6,8.17,0.9077777777777778,0.0,,5,0.5555555555555556
227,U1227,11,2025-03-06 03:09:18,2025-05-13 19:19:40,organic,Anguilla,11,desktop,11,category,3,3,3,15.72,1.4290909090909092,0.0,,0,0.0
228,U1228,3,2025-04-15 05:54:34,2025-04-20 11:34:07,paid,Sao Tome and Principe,3,desktop,3,blog,0,2,0,3.0300000000000002,1.01,0.0,,1,0.3333333333333333
229,U1229,8,2025-03-02 17:10:29,2025-05-18 14:13:43,social,Cook Islands,8,tablet,8,category,0,0,1,3.35,0.41875,0.0,,5,0.625
230,U1230,4,2025-03-31 12:58:33,2025-05-28 19:57:45,social,Antigua and Barbuda,4,mobile,4,product,0,0,4,0.9500000000000001,0.23750000000000002,0.0,,0,0.0
231,U1231,5,2025-03-04 04:34:07,2025-05-23 12:47:08,organic,Argentina,5,tablet,5,landing,0,0,2,0.98,0.196,0.0,,0,0.0
232,U1232,8,2025-03-11 14:52:42,2025-05-09 11:45:21,paid,Chad,8,mobile,8,product,2,3,8,12.73,1.59125,0.0,,3,0.375
233,U1233,9,2025-04-06 16:19:56,2025-05-22 22:46:59,referral,Azerbaijan,9,desktop,9,category,0,5,2,3.16,0.35111111111111115,0.0,,0,0.0
234,U1234,12,2025-03-03 14:40:52,2025-05-26 12:58:46,email,Bahamas,12,desktop,12,home,3,7,7,20.04,1.67,0.0,,7,0.5833333333333334
235,U1235,9,2025-03-06 11:32:10,2025-05-24 08:46:36,paid,Bahrain,9,tablet,9,blog,1,3,8,7.99,0.8877777777777778,0.0,,6,0.6666666666666666
236,U1236,2,2025-03-12 02:44:14,2025-03-17 11:36:51,social,Gambia,2,desktop,2,home,0,1,0,0.85,0.425,0.0,,1,0.5
237,U1237,4,2025-03-04 15:05:46,2025-05-03 20:42:36,email,Angola,4,mobile,4,product,2,3,2,5.54,1.385,0.0,,2,0.5
238,U1238,5,2025-03-02 23:32:26,2025-04-19 23:28:38,social,Ethiopia,5,mobile,5,blog,2,1,3,5.86,1.1720000000000002,0.0,,5,1.0
239,U1239,4,2025-04-06 16:11:32,2025-05-18 11:32:14,referral,Bolivia,4,mobile,4,blog,0,2,0,5.14,1.285,0.0,,4,1.0
240,U1240,8,2025-03-10 17:08:56,2025-05-14 06:21:18,referral,Chad,8,desktop,8,product,3,2,1,7.869999999999999,0.9837499999999999,0.0,,4,0.5
241,U1241,3,2025-03-20 14:07:54,2025-05-16 10:11:29,email,Jordan,3,desktop,3,blog,0,2,0,5.92,1.9733333333333334,0.0,,2,0.6666666666666666
242,U1242,4,2025-03-05 14:45:21,2025-05-21 14:13:42,social,Belarus,4,desktop,4,home,0,0,4,1.68,0.42,0.0,,0,0.0
243,U1243,2,2025-04-25 16:24:00,2025-05-18 02:51:39,email,French Southern Territories,2,mobile,2,category,1,0,2,3.06,1.53,0.0,,1,0.5
244,U1244,8,2025-03-07 12:44:59,2025-05-21 23:05:52,referral,Czech Republic,8,mobile,8,home,3,4,4,16.48,2.06,0.0,,5,0.625
245,U1245,4,2025-03-21 08:43:39,2025-05-17 06:00:10,social,Belarus,4,mobile,4,category,0,0,4,1.73,0.4325,0.0,,1,0.25
246,U1246,3,2025-04-12 00:45:16,2025-05-18 01:45:03,organic,French Southern Territories,3,mobile,3,product,0,1,2,2.5100000000000002,0.8366666666666668,0.0,,1,0.3333333333333333
247,U1247,3,2025-03-20 10:12:47,2025-04-30 16:16:16,paid,El Salvador,3,tablet,3,blog,2,0,2,3.08,1.0266666666666666,0.0,,0,0.0
248,U1248,5,2025-03-02 19:20:55,2025-05-14 02:56:57,social,Malawi,5,desktop,5,category,0,0,2,2.5,0.5,0.0,,4,0.8
249,U1249,4,2025-03-21 16:12:57,2025-05-23 18:15:34,email,Colombia,4,mobile,4,home,0,1,3,4.66,1.165,0.0,,4,1.0
250,U1250,11,2025-03-15 08:16:03,2025-05-30 23:44:52,referral,Bahamas,11,mobile,11,blog,2,0,3,5.359999999999999,0.48727272727272725,0.0,,4,0.36363636363636365
251,U1251,8,2025-03-07 06:07:37,2025-05-20 14:32:22,social,Dominican Republic,8,desktop,8,landing,0,2,4,3.28,0.41,0.0,,0,0.0
252,U1252,10,2025-03-12 00:36:38,2025-05-20 07:34:58,email,Antarctica (the territory South of 60 deg S),10,desktop,10,blog,0,3,0,6.9399999999999995,0.694,0.0,,2,0.2
253,U1253,7,2025-03-03 19:54:19,2025-05-27 22:19:50,social,Argentina,7,mobile,7,product,6,0,4,13.62,1.9457142857142855,0.0,,6,0.8571428571428571
254,U1254,8,2025-03-02 22:23:26,2025-05-23 10:58:33,organic,Azerbaijan,8,desktop,8,landing,3,4,4,9.82,1.2275,0.0,,3,0.375
255,U1255,7,2025-03-09 03:34:12,2025-05-27 10:29:29,organic,Ukraine,7,desktop,7,blog,1,0,2,3.23,0.4614285714285714,0.0,,3,0.42857142857142855
256,U1256,6,2025-03-09 18:25:44,2025-05-21 19:45:01,organic,Bouvet Island (Bouvetoya),6,tablet,6,landing,1,3,4,7.24,1.2066666666666668,0.0,,3,0.5
257,U1257,3,2025-03-12 17:07:03,2025-05-04 11:44:17,email,Maldives,3,desktop,3,home,1,0,1,4.08,1.36,0.0,,1,0.3333333333333333
258,U1258,4,2025-03-09 18:17:41,2025-05-15 06:09:03,email,El Salvador,4,desktop,4,blog,3,0,0,7.72,1.93,0.0,,1,0.25
259,U1259,6,2025-03-31 10:17:56,2025-05-20 19:28:45,organic,British Virgin Islands,6,desktop,6,blog,0,1,2,1.8699999999999999,0.31166666666666665,0.0,,0,0.0
260,U1260,4,2025-03-11 08:53:40,2025-05-30 19:52:23,email,Cambodia,4,desktop,4,home,2,4,0,5.24,1.31,0.0,,2,0.5
261,U1261,7,2025-03-11 23:13:08,2025-04-27 05:35:24,email,Azerbaijan,7,desktop,7,blog,4,6,6,15.649999999999999,2.2357142857142853,0.0,,1,0.14285714285714285
262,U1262,7,2025-03-24 22:01:45,2025-05-30 23:18:13,email,Cameroon,7,mobile,7,landing,3,2,6,10.18,1.4542857142857142,0.0,,3,0.42857142857142855
263,U1263,3,2025-03-03 01:06:23,2025-05-27 21:20:14,paid,Gambia,3,tablet,3,landing,2,0,3,2.4299999999999997,0.8099999999999999,0.0,,0,0.0
264,U1264,5,2025-03-04 09:06:42,2025-05-29 01:49:49,organic,Netherlands,5,mobile,5,category,3,4,4,15.790000000000001,3.1580000000000004,0.0,,3,0.6
265,U1265,12,2025-03-12 20:24:21,2025-05-30 01:14:55,referral,Algeria,12,mobile,12,home,3,4,4,11.77,0.9808333333333333,0.0,,1,0.08333333333333333
266,U1266,9,2025-03-09 18:17:54,2025-05-28 22:10:48,referral,Central African Republic,9,mobile,9,landing,7,1,4,14.76,1.64,0.0,,4,0.4444444444444444
267,U1267,8,2025-03-04 06:57:00,2025-05-29 22:53:41,email,Belgium,8,mobile,8,blog,0,2,6,2.97,0.37125,0.0,,0,0.0
268,U1268,5,2025-03-10 17:56:19,2025-05-29 04:22:03,referral,Saint Barthelemy,5,desktop,5,category,3,2,5,9.1,1.8199999999999998,0.0,,3,0.6
269,U1269,12,2025-03-07 10:38:48,2025-05-13 23:31:53,paid,Antarctica (the territory South of 60 deg S),12,desktop,12,category,3,5,4,14.66,1.2216666666666667,0.0,,5,0.4166666666666667
270,U1270,9,2025-03-01 07:10:01,2025-05-20 15:29:17,email,Belize,9,desktop,9,landing,0,4,3,8.45,0.9388888888888888,0.0,,7,0.7777777777777778
271,U1271,9,2025-03-26 07:25:41,2025-05-22 05:33:39,email,Bulgaria,9,mobile,9,landing,3,3,4,10.77,1.1966666666666665,0.0,,5,0.5555555555555556
272,U1272,5,2025-03-18 15:49:57,2025-05-25 02:08:12,email,Belize,5,mobile,5,home,2,0,0,5.36,1.072,0.0,,5,1.0
273,U1273,4,2025-03-03 00:18:54,2025-05-21 00:56:35,organic,Czech Republic,4,mobile,4,blog,1,3,1,2.5599999999999996,0.6399999999999999,0.0,,0,0.0
274,U1274,6,2025-03-09 15:19:49,2025-05-08 02:03:24,email,Estonia,6,tablet,6,home,3,3,3,7.59,1.265,0.0,,0,0.0
275,U1275,4,2025-03-17 09:13:47,2025-04-11 15:25:02,social,Australia,4,desktop,4,category,1,3,3,6.359999999999999,1.5899999999999999,0.0,,0,0.0
276,U1276,7,2025-03-02 08:53:24,2025-05-30 03:03:37,referral,British Indian Ocean Territory (Chagos Archipelago),7,mobile,7,blog,0,4,4,7.22,1.0314285714285714,0.0,,1,0.14285714285714285
277,U1277,10,2025-03-13 15:23:11,2025-05-23 16:27:29,organic,British Indian Ocean Territory (Chagos Archipelago),10,desktop,10,blog,7,5,5,16.23,1.623,0.0,,5,0.5
278,U1278,12,2025-03-03 19:02:46,2025-05-28 02:13:40,email,Cameroon,12,desktop,12,blog,0,3,6,9.24,0.77,0.0,,9,0.75
279,U1279,4,2025-03-02 00:02:52,2025-04-14 11:35:59,email,Belize,4,desktop,4,landing,2,2,2,7.49,1.8725,0.0,,1,0.25
280,U1280,4,2025-03-21 14:30:10,2025-04-11 02:20:21,social,Poland,4,desktop,4,blog,0,3,0,5.449999999999999,1.3624999999999998,0.0,,4,1.0
281,U1281,5,2025-03-06 01:25:52,2025-05-30 09:32:16,email,Bahamas,5,desktop,5,product,1,2,0,5.82,1.1640000000000001,0.0,,2,0.4
282,U1282,7,2025-03-05 10:03:01,2025-05-12 15:31:47,organic,Albania,7,tablet,7,home,2,2,5,7.760000000000001,1.1085714285714288,0.0,,0,0.0
283,U1283,10,2025-03-13 20:08:14,2025-05-30 07:49:08,referral,Armenia,10,desktop,10,blog,6,5,7,18.59,1.859,0.0,,8,0.8
284,U1284,6,2025-03-05 06:54:19,2025-04-21 11:58:37,paid,Benin,6,desktop,6,landing,3,4,4,11.66,1.9433333333333334,0.0,,0,0.0
285,U1285,5,2025-03-28 11:15:51,2025-05-29 22:17:19,referral,Brunei Darussalam,5,mobile,5,home,2,4,0,8.379999999999999,1.6759999999999997,0.0,,0,0.0
286,U1286,12,2025-03-15 16:28:20,2025-05-26 16:04:33,organic,Chad,12,desktop,12,home,3,8,5,18.490000000000002,1.5408333333333335,0.0,,6,0.5
287,U1287,11,2025-03-04 11:33:54,2025-05-26 21:54:33,paid,Armenia,11,tablet,11,landing,2,8,11,16.02,1.4563636363636363,0.0,,3,0.2727272727272727
288,U1288,10,2025-03-10 02:03:08,2025-05-24 06:59:23,paid,Bouvet Island (Bouvetoya),10,tablet,10,home,0,9,7,12.95,1.295,0.0,,6,0.6
289,U1289,3,2025-03-27 11:39:01,2025-05-26 11:56:04,email,Monaco,3,tablet,3,blog,1,1,0,2.32,0.7733333333333333,0.0,,0,0.0
290,U1290,6,2025-03-08 11:02:22,2025-05-14 14:09:36,referral,Albania,6,desktop,6,blog,3,1,3,4.09,0.6816666666666666,0.0,,2,0.3333333333333333
291,U1291,7,2025-03-03 12:29:46,2025-05-30 05:04:22,social,Bhutan,7,desktop,7,blog,3,4,1,14.42,2.06,0.0,,0,0.0
292,U1292,8,2025-03-03 19:16:56,2025-05-08 17:04:33,referral,Belgium,8,desktop,8,home,2,2,8,11.83,1.47875,0.0,,2,0.25
293,U1293,5,2025-04-01 23:37:13,2025-05-11 00:37:26,paid,Albania,5,desktop,5,category,0,0,0,0.62,0.124,0.0,,2,0.4
294,U1294,3,2025-03-21 12:31:13,2025-05-28 01:10:47,email,Bulgaria,3,mobile,3,blog,0,2,2,1.86,0.62,0.0,,0,0.0
295,U1295,5,2025-03-05 17:26:16,2025-05-02 11:47:57,social,Finland,5,mobile,5,category,1,0,2,4.2299999999999995,0.8459999999999999,0.0,,3,0.6
296,U1296,9,2025-03-09 15:49:25,2025-05-24 00:47:50,referral,Iran,9,mobile,9,product,0,3,5,6.08,0.6755555555555556,0.0,,1,0.1111111111111111
297,U1297,8,2025-03-12 17:01:22,2025-05-18 06:56:20,email,Cape Verde,8,desktop,8,blog,0,3,6,6.209999999999999,0.7762499999999999,0.0,,3,0.375
298,U1298,5,2025-03-13 17:55:12,2025-05-20 18:49:25,paid,Bhutan,5,mobile,5,product,0,0,2,0.3,0.06,0.0,,0,0.0
299,U1299,7,2025-04-11 01:49:33,2025-05-25 23:09:42,organic,Bermuda,7,desktop,7,home,0,5,6,9.379999999999999,1.3399999999999999,0.0,,1,0.14285714285714285
300,U1300,8,2025-03-04 22:13:39,2025-05-09 06:53:28,organic,Bermuda,8,desktop,8,landing,3,4,4,11.91,1.48875,0.0,,4,0.5
301,U1301,8,2025-03-08 16:30:36,2025-05-30 08:36:45,social,Cape Verde,8,desktop,8,blog,4,1,5,10.870000000000001,1.3587500000000001,0.0,,3,0.375
302,U1302,11,2025-03-05 09:04:43,2025-05-27 15:55:04,email,Canada,11,tablet,11,category,1,3,4,9.26,0.8418181818181818,0.0,,3,0.2727272727272727
303,U1303,7,2025-03-08 22:32:12,2025-05-04 03:54:15,email,Andorra,7,tablet,7,landing,4,5,4,12.549999999999999,1.7928571428571427,0.0,,3,0.42857142857142855
304,U1304,7,2025-03-09 02:04:51,2025-05-25 02:59:16,referral,Aruba,7,tablet,7,blog,2,3,3,8.91,1.272857142857143,0.0,,0,0.0
305,U1305,12,2025-03-08 14:16:01,2025-05-29 03:21:21,paid,Colombia,12,mobile,12,home,3,9,3,15.36,1.28,0.0,,0,0.0
306,U1306,10,2025-03-01 13:37:28,2025-05-24 08:24:19,referral,American Samoa,10,mobile,10,product,7,0,9,21.11,2.1109999999999998,0.0,,4,0.4
307,U1307,3,2025-04-05 00:33:32,2025-05-18 22:44:09,paid,New Zealand,3,mobile,3,blog,1,1,2,2.52,0.84,0.0,,0,0.0
308,U1308,10,2025-03-09 12:12:16,2025-05-23 09:38:35,email,American Samoa,10,tablet,10,landing,3,0,7,5.46,0.546,0.0,,0,0.0
309,U1309,5,2025-03-19 12:51:46,2025-05-16 16:51:37,social,Cameroon,5,mobile,5,landing,0,0,2,0.62,0.124,0.0,,0,0.0
310,U1310,5,2025-03-03 02:50:12,2025-04-16 00:28:28,referral,Benin,5,mobile,5,landing,0,0,2,0.46,0.092,0.0,,0,0.0
311,U1311,5,2025-03-02 21:44:09,2025-05-08 05:10:20,email,Kenya,5,mobile,5,home,0,0,5,1.01,0.202,0.0,,0,0.0
312,U1312,8,2025-03-10 23:13:24,2025-05-22 07:07:11,paid,Algeria,8,desktop,8,category,1,2,3,2.92,0.365,0.0,,1,0.125
313,U1313,7,2025-03-04 14:15:22,2025-05-22 09:25:09,email,Libyan Arab Jamahiriya,7,desktop,7,blog,3,3,1,7.74,1.1057142857142856,0.0,,3,0.42857142857142855
314,U1314,9,2025-03-02 20:19:08,2025-05-30 19:21:45,paid,Germany,9,desktop,9,product,5,2,2,15.49,1.721111111111111,0.0,,5,0.5555555555555556
315,U1315,7,2025-03-12 08:29:30,2025-05-26 07:50:51,organic,Bahrain,7,mobile,7,blog,2,3,6,11.08,1.582857142857143,0.0,,6,0.8571428571428571
316,U1316,7,2025-03-16 15:56:02,2025-05-10 12:11:23,social,Angola,7,mobile,7,home,0,3,4,4.79,0.6842857142857143,0.0,,1,0.14285714285714285
317,U1317,11,2025-04-07 21:37:51,2025-05-29 11:47:58,email,Bulgaria,11,tablet,11,blog,0,0,11,4.95,0.45,0.0,,5,0.45454545454545453
318,U1318,5,2025-03-16 17:32:50,2025-05-17 15:33:51,email,Finland,5,desktop,5,home,0,0,0,1.08,0.21600000000000003,0.0,,3,0.6
319,U1319,11,2025-03-02 18:14:50,2025-05-25 12:39:36,email,Australia,11,mobile,11,landing,0,5,4,6.8999999999999995,0.6272727272727272,0.0,,2,0.18181818181818182
320,U1320,3,2025-03-16 09:34:39,2025-05-20 09:15:36,email,China,3,tablet,3,product,1,3,3,2.52,0.84,0.0,,0,0.0
321,U1321,8,2025-03-04 02:29:43,2025-05-26 20:14:13,paid,Brazil,8,desktop,8,landing,4,5,3,17.62,2.2025,0.0,,2,0.25
322,U1322,9,2025-03-11 02:40:06,2025-05-27 00:34:17,organic,Aruba,9,tablet,9,blog,0,0,8,4.109999999999999,0.4566666666666666,0.0,,3,0.3333333333333333
323,U1323,10,2025-03-05 21:29:30,2025-05-15 22:33:22,social,Armenia,10,mobile,10,product,4,6,1,12.54,1.254,0.0,,6,0.6
324,U1324,12,2025-03-12 11:05:53,2025-05-24 12:23:42,referral,Bolivia,12,desktop,12,blog,3,6,6,17.279999999999998,1.4399999999999997,0.0,,9,0.75
325,U1325,8,2025-03-12 22:34:20,2025-05-18 13:26:42,paid,Albania,8,mobile,8,category,0,3,6,8.73,1.09125,0.0,,3,0.375
326,U1326,3,2025-03-09 06:36:33,2025-05-13 06:55:00,organic,Chile,3,tablet,3,category,0,1,1,2.18,0.7266666666666667,0.0,,1,0.3333333333333333
327,U1327,9,2025-03-15 17:16:47,2025-05-17 20:15:23,social,Burundi,9,tablet,9,landing,0,6,8,14.069999999999999,1.5633333333333332,0.0,,7,0.7777777777777778
328,U1328,9,2025-03-01 23:10:55,2025-05-22 18:12:49,organic,Malaysia,9,mobile,9,landing,4,3,7,14.34,1.5933333333333333,0.0,,2,0.2222222222222222
