transaction_id,visit_id,user_id,order_id,purchase_date,payment_method,Total_amount
TX1366,V3287,U1319,ORD1366,25-04-2025 09:30,wallet,394.91
TX1367,V3289,U1319,ORD1367,26-05-2025 22:39,wallet,710.23
TX1368,V3293,U1321,ORD1368,26-05-2025 22:14,wallet,734.12
TX1369,V3295,U1321,ORD1369,07-03-2025 20:21,wallet,64.56
TX1370,V3296,U1321,ORD1370,12-04-2025 13:25,credit_card,571.37
TX1371,V3298,U1321,ORD1371,13-03-2025 14:13,COD,131.76
TX1372,V3299,U1321,ORD1372,23-03-2025 06:10,COD,85.26
TX1373,V3313,U1323,ORD1373,14-05-2025 14:03,wallet,24.28
TX1374,V3315,U1323,ORD1374,29-04-2025 09:44,credit_card,550.61
TX1375,V3316,U1323,ORD1375,17-05-2025 11:33,wallet,77.06
TX1376,V3317,U1323,ORD1376,11-03-2025 21:22,credit_card,166.32
TX1377,V3318,U1323,ORD1377,26-04-2025 07:39,COD,439.17
TX1378,V3319,U1323,ORD1378,20-04-2025 15:06,COD,619.16
TX1379,V3344,U1327,ORD1379,05-05-2025 23:33,COD,354.78
TX1380,V3345,U1327,ORD1380,16-03-2025 22:16,wallet,134.54
TX1381,V3346,U1327,ORD1381,14-05-2025 14:47,credit_card,520.4
TX1382,V3347,U1327,ORD1382,11-04-2025 18:41,paypal,1793.64
TX1383,V3348,U1327,ORD1383,24-03-2025 00:42,COD,153.49
TX1384,V3350,U1327,ORD1384,10-04-2025 07:18,COD,67.56
TX1385,V3351,U1327,ORD1385,10-04-2025 06:45,credit_card,86.19
TX1386,V3353,U1328,ORD1386,24-05-2025 13:12,paypal,179.04
TX1387,V3354,U1328,ORD1387,19-05-2025 01:34,wallet,183.54
TX1388,V3356,U1328,ORD1388,04-03-2025 01:21,wallet,188.48
TX1389,V3358,U1328,ORD1389,03-03-2025 17:10,wallet,369.53
TX1390,V3375,U1331,ORD1390,08-05-2025 13:57,COD,196.65
TX1391,V3376,U1331,ORD1391,26-05-2025 03:30,COD,263.61
TX1392,V3377,U1331,ORD1392,11-05-2025 01:20,credit_card,2567.46
TX1393,V3379,U1331,ORD1393,04-04-2025 09:56,paypal,76.4
TX1394,V3381,U1332,ORD1394,28-05-2025 14:38,COD,322.28
TX1395,V3382,U1332,ORD1395,30-04-2025 06:20,credit_card,277.92
TX1396,V3383,U1332,ORD1396,16-03-2025 09:12,paypal,150.7
TX1397,V3385,U1333,ORD1397,03-05-2025 18:20,credit_card,1101.94
TX1398,V3386,U1333,ORD1398,27-05-2025 07:12,credit_card,117.9
TX1399,V3387,U1333,ORD1399,01-05-2025 22:51,paypal,401.54
TX1400,V3388,U1333,ORD1400,30-04-2025 21:28,credit_card,481.4
TX1401,V3468,U1344,ORD1401,13-03-2025 08:05,credit_card,177.94
TX1402,V3471,U1344,ORD1402,13-05-2025 04:27,COD,71.15
TX1403,V3477,U1346,ORD1403,07-04-2025 21:11,COD,265.68
TX1404,V3478,U1346,ORD1404,30-03-2025 14:47,paypal,499.69
TX1405,V3482,U1346,ORD1405,31-03-2025 01:38,wallet,362.96
TX1406,V3504,U1350,ORD1406,14-05-2025 21:28,wallet,282.39
TX1407,V3505,U1350,ORD1407,19-04-2025 14:11,wallet,141.39
TX1408,V3507,U1350,ORD1408,14-04-2025 13:24,wallet,210.82
TX1409,V3508,U1351,ORD1409,14-04-2025 22:25,credit_card,40.24
TX1410,V3509,U1351,ORD1410,25-05-2025 22:43,wallet,636.49
TX1411,V3510,U1351,ORD1411,02-04-2025 04:48,paypal,77.58
TX1412,V3537,U1355,ORD1412,22-04-2025 13:19,wallet,982.08
TX1413,V3539,U1355,ORD1413,18-05-2025 06:16,wallet,219.29
TX1414,V3540,U1355,ORD1414,26-03-2025 06:33,paypal,376.35
TX1415,V3545,U1357,ORD1415,30-04-2025 08:04,credit_card,196.34
TX1416,V3546,U1357,ORD1416,09-04-2025 20:15,wallet,100.96
TX1417,V3549,U1357,ORD1417,04-03-2025 00:12,COD,113.78
TX1418,V3550,U1357,ORD1418,13-04-2025 01:19,wallet,84.66
TX1419,V3552,U1357,ORD1419,24-05-2025 23:07,paypal,684.04
TX1420,V3553,U1357,ORD1420,01-04-2025 10:33,paypal,1089.91
TX1421,V3569,U1359,ORD1421,27-05-2025 18:51,paypal,942.37
TX1422,V3576,U1361,ORD1422,18-04-2025 04:43,credit_card,31.05
TX1423,V3577,U1361,ORD1423,14-05-2025 22:11,paypal,459.57
TX1424,V3578,U1361,ORD1424,08-04-2025 23:13,COD,100.23
TX1425,V3579,U1361,ORD1425,13-03-2025 00:09,credit_card,966.25
TX1426,V3580,U1361,ORD1426,08-03-2025 07:16,paypal,188.13
TX1427,V3585,U1362,ORD1427,23-03-2025 21:39,wallet,135.03
TX1428,V3586,U1363,ORD1428,26-05-2025 06:53,wallet,154.29
TX1429,V3587,U1363,ORD1429,27-03-2025 13:11,wallet,10.5
TX1430,V3599,U1365,ORD1430,18-03-2025 17:54,credit_card,695.18
TX1431,V3600,U1365,ORD1431,25-03-2025 00:16,COD,399.58
TX1432,V3601,U1365,ORD1432,12-04-2025 20:24,wallet,172.08
TX1433,V3602,U1365,ORD1433,25-04-2025 11:35,wallet,224.05
TX1434,V3604,U1365,ORD1434,20-05-2025 02:35,COD,40.24
TX1435,V3606,U1365,ORD1435,31-03-2025 00:00,credit_card,303.89
TX1436,V3635,U1370,ORD1436,04-04-2025 14:03,paypal,396.29
TX1437,V3637,U1370,ORD1437,02-04-2025 01:21,wallet,310.47
TX1438,V3638,U1370,ORD1438,28-05-2025 23:49,paypal,1325.04
TX1439,V3641,U1370,ORD1439,01-05-2025 00:34,wallet,75.84
TX1440,V3642,U1371,ORD1440,01-03-2025 21:58,wallet,212.88
TX1441,V3643,U1371,ORD1441,03-03-2025 02:19,COD,394.28
TX1442,V3646,U1371,ORD1442,07-05-2025 21:56,wallet,455.45
TX1443,V3680,U1377,ORD1443,29-04-2025 10:08,credit_card,1115.34
TX1444,V3683,U1377,ORD1444,08-04-2025 21:56,COD,539.25
TX1445,V3684,U1377,ORD1445,25-05-2025 12:03,wallet,136.2
TX1446,V3686,U1377,ORD1446,18-04-2025 20:07,COD,365.38
TX1447,V3687,U1377,ORD1447,25-04-2025 05:45,COD,172.38
TX1448,V3688,U1377,ORD1448,05-05-2025 06:32,COD,550.83
TX1449,V3710,U1380,ORD1449,23-05-2025 09:38,COD,388.26
TX1450,V3711,U1380,ORD1450,01-04-2025 19:38,COD,524.07
TX1451,V3713,U1380,ORD1451,29-03-2025 11:32,paypal,662.97
TX1452,V3714,U1380,ORD1452,06-05-2025 16:55,credit_card,582.44
TX1453,V3715,U1381,ORD1453,17-04-2025 04:13,wallet,10.35
TX1454,V3716,U1381,ORD1454,05-04-2025 16:17,COD,630.86
TX1455,V3717,U1381,ORD1455,14-05-2025 01:38,credit_card,73.42
TX1456,V3718,U1381,ORD1456,26-05-2025 15:24,credit_card,27.96
TX1457,V3719,U1382,ORD1457,23-03-2025 01:14,paypal,66.51
TX1458,V3720,U1382,ORD1458,29-03-2025 06:37,COD,119.94
TX1459,V3723,U1382,ORD1459,02-03-2025 01:01,COD,1752.57
TX1460,V3826,U1398,ORD1460,01-05-2025 04:37,COD,479.26
TX1461,V3827,U1398,ORD1461,12-04-2025 09:37,COD,168.92
TX1462,V3828,U1398,ORD1462,17-03-2025 17:08,credit_card,328.85
TX1463,V3829,U1398,ORD1463,14-04-2025 21:36,credit_card,1405.65
TX1464,V3830,U1398,ORD1464,17-05-2025 04:56,COD,56.24
TX1465,V3894,U1408,ORD1465,17-05-2025 12:54,COD,25.85
TX1466,V3913,U1411,ORD1466,18-04-2025 17:56,wallet,725.79
TX1467,V3916,U1411,ORD1467,29-05-2025 22:31,wallet,110.73
TX1468,V3919,U1411,ORD1468,23-03-2025 22:31,paypal,51.32
TX1469,V4024,U1425,ORD1469,19-03-2025 07:26,wallet,161.32
TX1470,V4049,U1428,ORD1470,01-04-2025 07:47,credit_card,190.69
TX1471,V4051,U1429,ORD1471,05-05-2025 12:04,paypal,163.12
TX1472,V4053,U1429,ORD1472,26-04-2025 18:03,credit_card,326.54
TX1473,V4054,U1429,ORD1473,01-04-2025 13:05,credit_card,41.14
TX1474,V4055,U1429,ORD1474,20-03-2025 19:57,wallet,74.22
TX1475,V4056,U1429,ORD1475,10-05-2025 15:11,paypal,1073.83
TX1476,V4057,U1429,ORD1476,16-04-2025 01:26,credit_card,706.74
TX1477,V4058,U1429,ORD1477,22-03-2025 06:00,COD,789.08
TX1478,V4059,U1429,ORD1478,16-03-2025 02:29,paypal,325.75
TX1479,V4060,U1429,ORD1479,07-03-2025 20:03,wallet,170.67
TX1480,V4069,U1430,ORD1480,29-03-2025 14:52,credit_card,235.01
TX1481,V4074,U1432,ORD1481,30-03-2025 17:06,COD,300.68
TX1482,V4078,U1432,ORD1482,26-03-2025 06:31,paypal,416.52
TX1483,V4079,U1432,ORD1483,28-05-2025 16:04,COD,430.98
TX1484,V4081,U1432,ORD1484,15-04-2025 10:49,COD,34.5
TX1485,V4097,U1436,ORD1485,25-04-2025 03:10,COD,559.21
TX1486,V4098,U1436,ORD1486,07-04-2025 00:12,wallet,20.78
TX1487,V4100,U1436,ORD1487,19-04-2025 06:19,paypal,300.67
TX1488,V4122,U1439,ORD1488,09-05-2025 19:45,paypal,362.2
TX1489,V4125,U1439,ORD1489,28-03-2025 13:26,COD,232.62
TX1490,V4126,U1439,ORD1490,17-03-2025 15:00,COD,827.79
TX1491,V4168,U1445,ORD1491,20-04-2025 09:12,wallet,780.26
TX1492,V4170,U1445,ORD1492,03-04-2025 00:53,wallet,202.92
TX1493,V4171,U1445,ORD1493,02-05-2025 12:31,COD,12.07
TX1494,V4205,U1449,ORD1494,22-05-2025 20:15,wallet,238.05
TX1495,V4206,U1449,ORD1495,18-04-2025 03:26,credit_card,506.76
TX1496,V4208,U1449,ORD1496,30-04-2025 19:59,credit_card,238.96
TX1497,V4215,U1451,ORD1497,04-03-2025 03:25,COD,373.68
TX1498,V4216,U1451,ORD1498,15-05-2025 00:27,paypal,3224.34
TX1499,V4217,U1451,ORD1499,13-03-2025 08:04,paypal,126.96
TX1500,V4293,U1462,ORD1500,07-04-2025 17:09,COD,1047.4
TX1501,V4294,U1462,ORD1501,30-04-2025 13:08,wallet,125.12
TX1502,V4303,U1464,ORD1502,17-04-2025 19:10,wallet,46.96
TX1503,V4304,U1464,ORD1503,30-05-2025 21:00,paypal,23.3
TX1504,V4305,U1464,ORD1504,09-04-2025 22:36,COD,176.64
TX1505,V4307,U1464,ORD1505,19-04-2025 12:44,credit_card,44.81
TX1506,V4310,U1465,ORD1506,27-05-2025 01:11,COD,197.77
TX1507,V4312,U1465,ORD1507,08-04-2025 03:42,paypal,375.6
TX1508,V4329,U1468,ORD1508,09-05-2025 03:24,credit_card,1587.84
TX1509,V4332,U1468,ORD1509,16-03-2025 07:35,wallet,219.22
TX1510,V4333,U1468,ORD1510,29-04-2025 05:46,paypal,344.22
TX1511,V4334,U1468,ORD1511,07-05-2025 00:59,wallet,212.14
TX1512,V4430,U1481,ORD1512,29-03-2025 01:12,COD,321.88
TX1513,V4462,U1486,ORD1513,10-05-2025 13:57,COD,468.78
TX1514,V4463,U1486,ORD1514,05-03-2025 08:58,wallet,292.96
TX1515,V4465,U1486,ORD1515,10-03-2025 13:56,wallet,690.23
TX1516,V4491,U1490,ORD1516,08-05-2025 15:58,credit_card,361.28
TX1517,V4493,U1490,ORD1517,31-05-2025 11:12,wallet,229.74
TX1518,V4513,U1493,ORD1518,23-05-2025 18:24,credit_card,284
TX1519,V4514,U1493,ORD1519,08-04-2025 14:55,wallet,407.82
TX1520,V4515,U1493,ORD1520,13-05-2025 09:08,paypal,214.98
TX1521,V4516,U1493,ORD1521,02-04-2025 02:12,credit_card,326.88
TX1522,V4517,U1493,ORD1522,29-04-2025 02:56,paypal,383.22
TX1523,V4520,U1493,ORD1523,02-04-2025 07:49,COD,350.36
TX1524,V4522,U1493,ORD1524,06-05-2025 08:53,paypal,133.66
TX1525,V4525,U1494,ORD1525,29-04-2025 11:52,wallet,330.77
TX1526,V4527,U1494,ORD1526,09-04-2025 05:08,credit_card,96.18
TX1527,V4528,U1494,ORD1527,24-04-2025 04:18,credit_card,411.03
TX1528,V4529,U1494,ORD1528,14-04-2025 20:16,wallet,160.26
TX1529,V4533,U1494,ORD1529,06-05-2025 20:28,credit_card,499.47
TX1530,V4535,U1494,ORD1530,28-03-2025 13:21,credit_card,1068.76
TX1531,V4536,U1495,ORD1531,13-05-2025 08:46,COD,441.51
TX1532,V4537,U1495,ORD1532,24-05-2025 03:36,paypal,1091.06
TX1533,V4540,U1495,ORD1533,01-04-2025 19:58,paypal,402.36
TX1534,V4541,U1495,ORD1534,19-04-2025 18:37,credit_card,234.36
TX1535,V4568,U1499,ORD1535,09-04-2025 14:14,paypal,207.52
TX1536,V4569,U1499,ORD1536,23-04-2025 05:58,wallet,92.28
TX1537,V4570,U1499,ORD1537,29-03-2025 20:31,paypal,366.05
TX1538,V4572,U1499,ORD1538,20-03-2025 05:35,wallet,126.71
TX1539,V4573,U1499,ORD1539,23-05-2025 10:12,wallet,135.75
TX1540,V4574,U1499,ORD1540,09-04-2025 02:33,credit_card,748.61
TX1541,V4575,U1499,ORD1541,15-03-2025 08:01,wallet,920.38
TX1542,V4581,U1501,ORD1542,15-04-2025 06:07,COD,299.3
TX1543,V4583,U1501,ORD1543,15-03-2025 05:32,credit_card,34.3
TX1544,V4661,U1513,ORD1544,06-03-2025 03:12,COD,459.57
TX1545,V4662,U1513,ORD1545,26-04-2025 12:02,COD,990.09
TX1546,V4663,U1513,ORD1546,04-05-2025 07:45,credit_card,181.22
TX1547,V4664,U1513,ORD1547,11-03-2025 12:38,wallet,364.25
TX1548,V4672,U1514,ORD1548,26-03-2025 13:40,COD,363.61
TX1549,V4677,U1514,ORD1549,15-04-2025 03:44,paypal,327.79
TX1550,V4713,U1519,ORD1550,17-03-2025 15:14,credit_card,19.92
TX1551,V4715,U1519,ORD1551,31-03-2025 22:10,paypal,273.47
TX1552,V4725,U1521,ORD1552,29-05-2025 19:41,COD,98.1
TX1553,V4727,U1521,ORD1553,16-03-2025 07:58,paypal,1308.02
TX1554,V4728,U1521,ORD1554,19-05-2025 00:42,paypal,86.31
TX1555,V4729,U1521,ORD1555,29-03-2025 11:38,wallet,114.03
TX1556,V4730,U1521,ORD1556,11-03-2025 05:13,paypal,84.66
TX1557,V4734,U1522,ORD1557,19-03-2025 08:29,COD,423.54
TX1558,V4737,U1522,ORD1558,20-05-2025 13:52,paypal,66.66
TX1559,V4738,U1522,ORD1559,18-04-2025 09:53,COD,563.4
TX1560,V4739,U1523,ORD1560,22-04-2025 08:33,credit_card,181.03
TX1561,V4740,U1523,ORD1561,09-05-2025 14:10,credit_card,1090.07
TX1562,V4741,U1523,ORD1562,25-05-2025 09:31,COD,569.08
TX1563,V4751,U1526,ORD1563,28-04-2025 03:33,credit_card,128.57
TX1564,V4752,U1526,ORD1564,23-05-2025 14:46,COD,162.86
TX1565,V4753,U1526,ORD1565,17-04-2025 18:10,COD,190.37
TX1566,V4755,U1526,ORD1566,02-03-2025 15:07,wallet,138.39
TX1567,V4757,U1526,ORD1567,16-03-2025 21:19,COD,147.34
TX1568,V4759,U1526,ORD1568,07-04-2025 17:40,wallet,824.08
TX1569,V4761,U1527,ORD1569,06-03-2025 06:11,wallet,46.34
TX1570,V4762,U1527,ORD1570,11-05-2025 23:20,wallet,155.22
TX1571,V4763,U1527,ORD1571,06-04-2025 23:30,credit_card,544.34
TX1572,V4764,U1527,ORD1572,16-05-2025 18:46,COD,611.45
TX1573,V4768,U1528,ORD1573,12-04-2025 15:51,credit_card,296.48
TX1574,V4769,U1528,ORD1574,19-05-2025 08:34,paypal,29.1
TX1575,V4770,U1529,ORD1575,20-04-2025 13:16,wallet,52.61
TX1576,V4771,U1529,ORD1576,28-03-2025 15:42,credit_card,64.13
TX1577,V4773,U1529,ORD1577,11-05-2025 14:08,COD,628.72
TX1578,V4802,U1534,ORD1578,03-03-2025 10:59,wallet,742.77
TX1579,V4804,U1534,ORD1579,22-04-2025 21:04,credit_card,200.49
TX1580,V4805,U1534,ORD1580,04-04-2025 18:02,credit_card,1491.69
TX1581,V4807,U1535,ORD1581,29-05-2025 21:49,wallet,500.77
TX1582,V4808,U1535,ORD1582,26-05-2025 11:19,COD,564.32
TX1583,V4809,U1535,ORD1583,22-04-2025 06:35,COD,122.56
TX1584,V4813,U1536,ORD1584,31-05-2025 16:29,credit_card,481.98
TX1585,V4814,U1536,ORD1585,15-05-2025 15:34,COD,513.12
TX1586,V4815,U1536,ORD1586,27-05-2025 22:00,wallet,114.96
TX1587,V4867,U1542,ORD1587,21-05-2025 15:50,COD,803.77
TX1588,V4869,U1542,ORD1588,04-04-2025 14:16,paypal,28.92
TX1589,V4870,U1542,ORD1589,12-04-2025 16:12,wallet,314.95
TX1590,V4871,U1542,ORD1590,06-04-2025 11:04,wallet,175.08
TX1591,V4874,U1543,ORD1591,19-03-2025 19:43,COD,533.2
TX1592,V4875,U1543,ORD1592,05-03-2025 19:48,credit_card,709.61
TX1593,V4877,U1543,ORD1593,13-05-2025 02:28,credit_card,826.14
TX1594,V4884,U1544,ORD1594,23-04-2025 14:52,credit_card,80.25
TX1595,V4909,U1548,ORD1595,17-03-2025 00:20,credit_card,90.05
TX1596,V4912,U1548,ORD1596,15-05-2025 18:36,credit_card,472.46
TX1597,V4915,U1548,ORD1597,06-05-2025 05:39,credit_card,639.31
TX1598,V4916,U1548,ORD1598,12-04-2025 07:00,wallet,546.47
TX1599,V4917,U1548,ORD1599,16-04-2025 01:15,COD,60.49
TX1600,V4921,U1549,ORD1600,30-04-2025 23:58,COD,82.51
TX1601,V4922,U1549,ORD1601,19-03-2025 18:37,credit_card,212.51
TX1602,V4924,U1549,ORD1602,02-05-2025 03:26,paypal,550.71
TX1603,V4925,U1549,ORD1603,25-03-2025 03:30,paypal,216.49
TX1604,V4926,U1549,ORD1604,15-03-2025 11:16,credit_card,33.62
TX1605,V4927,U1549,ORD1605,05-03-2025 09:24,paypal,413
TX1606,V4928,U1549,ORD1606,19-03-2025 22:48,paypal,96.08
TX1607,V4964,U1554,ORD1607,19-05-2025 10:31,wallet,22.92
TX1608,V4967,U1554,ORD1608,29-04-2025 23:05,paypal,272.32
TX1609,V4968,U1554,ORD1609,24-03-2025 23:10,credit_card,371.22
TX1610,V4971,U1554,ORD1610,11-03-2025 11:15,credit_card,155.67
TX1611,V4986,U1557,ORD1611,22-04-2025 21:16,credit_card,1323.95
TX1612,V4987,U1557,ORD1612,16-03-2025 21:04,COD,421.65
TX1613,V4993,U1557,ORD1613,23-05-2025 07:31,COD,652.35
TX1614,V4995,U1557,ORD1614,28-05-2025 11:17,wallet,633.31
TX1615,V5002,U1559,ORD1615,19-04-2025 01:06,paypal,93.75
TX1616,V5004,U1559,ORD1616,28-04-2025 08:07,credit_card,90.11
TX1617,V5006,U1559,ORD1617,29-03-2025 17:56,credit_card,246.29
TX1618,V5070,U1570,ORD1618,23-04-2025 12:38,paypal,223.57
TX1619,V5097,U1575,ORD1619,25-03-2025 19:28,COD,1467.65
TX1620,V5098,U1575,ORD1620,28-05-2025 22:25,wallet,333.04
TX1621,V5116,U1578,ORD1621,11-03-2025 23:47,paypal,68
TX1622,V5117,U1578,ORD1622,12-05-2025 12:18,paypal,674.33
TX1623,V5120,U1578,ORD1623,20-03-2025 21:26,paypal,1108.87
TX1624,V5122,U1578,ORD1624,24-04-2025 18:32,paypal,387.64
TX1625,V5158,U1583,ORD1625,12-04-2025 19:46,credit_card,272.3
TX1626,V5159,U1583,ORD1626,03-04-2025 12:14,paypal,323.2
TX1627,V5169,U1584,ORD1627,06-04-2025 14:05,credit_card,153.25
TX1628,V5171,U1584,ORD1628,29-05-2025 21:25,COD,93.1
TX1629,V5172,U1584,ORD1629,18-05-2025 16:04,paypal,388.4
TX1630,V5173,U1584,ORD1630,17-05-2025 23:10,wallet,204.45
TX1631,V5174,U1584,ORD1631,23-05-2025 22:56,credit_card,48
TX1632,V5176,U1584,ORD1632,05-05-2025 09:15,paypal,407.94
TX1633,V5195,U1587,ORD1633,05-05-2025 08:49,wallet,804.57
TX1634,V5197,U1587,ORD1634,10-04-2025 23:32,paypal,753.68
TX1635,V5199,U1587,ORD1635,22-04-2025 18:46,paypal,174.76
TX1636,V5200,U1587,ORD1636,22-04-2025 07:45,wallet,986.76
TX1637,V5208,U1590,ORD1637,09-05-2025 12:19,paypal,1239.78
TX1638,V5209,U1590,ORD1638,25-03-2025 12:02,COD,1285.5
TX1639,V5212,U1590,ORD1639,07-04-2025 00:26,COD,524.84
TX1640,V5215,U1590,ORD1640,08-03-2025 00:49,paypal,138.09
TX1641,V5216,U1590,ORD1641,05-04-2025 04:02,COD,235.05
TX1642,V5218,U1590,ORD1642,26-05-2025 03:43,wallet,518.63
TX1643,V5242,U1595,ORD1643,02-03-2025 21:04,wallet,308.76
TX1644,V5243,U1595,ORD1644,20-05-2025 19:31,paypal,305.92
TX1645,V5244,U1595,ORD1645,10-04-2025 18:30,COD,135.46
TX1646,V5246,U1595,ORD1646,16-04-2025 04:37,wallet,162.9
TX1647,V5248,U1595,ORD1647,23-04-2025 01:02,credit_card,221.71
TX1648,V5249,U1596,ORD1648,31-03-2025 07:54,paypal,617.67
TX1649,V5270,U1599,ORD1649,17-03-2025 21:22,wallet,351.16
TX1650,V5273,U1599,ORD1650,13-03-2025 20:34,wallet,269.99
TX1651,V5274,U1599,ORD1651,22-03-2025 22:40,paypal,559.23
TX1652,V5281,U1601,ORD1652,08-05-2025 23:28,wallet,635.7
TX1653,V5286,U1601,ORD1653,08-03-2025 07:23,wallet,509.24
TX1654,V5287,U1601,ORD1654,06-04-2025 12:36,credit_card,214.11
TX1655,V5301,U1603,ORD1655,22-03-2025 12:03,credit_card,260.6
TX1656,V5302,U1603,ORD1656,30-05-2025 08:11,wallet,1793.2
TX1657,V5309,U1604,ORD1657,11-03-2025 22:11,paypal,23.17
TX1658,V5310,U1604,ORD1658,31-03-2025 07:06,wallet,533.1
TX1659,V5313,U1604,ORD1659,20-04-2025 02:35,paypal,1579.82
TX1660,V5315,U1604,ORD1660,08-04-2025 12:15,credit_card,241.56
TX1661,V5359,U1613,ORD1661,25-05-2025 23:29,wallet,779.16
TX1662,V5360,U1613,ORD1662,17-05-2025 00:54,COD,839.42
TX1663,V5361,U1613,ORD1663,10-03-2025 03:06,COD,684.96
TX1664,V5365,U1613,ORD1664,16-03-2025 21:15,COD,365.22
TX1665,V5392,U1617,ORD1665,30-04-2025 09:08,paypal,29.56
TX1666,V5393,U1617,ORD1666,06-03-2025 15:57,wallet,532.53
TX1667,V5396,U1617,ORD1667,25-04-2025 17:45,COD,40.24
TX1668,V5397,U1617,ORD1668,17-03-2025 23:09,paypal,553.92
TX1669,V5402,U1617,ORD1669,22-03-2025 23:44,COD,348.43
TX1670,V5418,U1621,ORD1670,22-03-2025 00:28,credit_card,212.22
TX1671,V5419,U1621,ORD1671,13-05-2025 18:19,credit_card,610.24
TX1672,V5439,U1626,ORD1672,29-03-2025 13:14,paypal,92.53
TX1673,V5440,U1626,ORD1673,09-03-2025 06:23,COD,957.87
TX1674,V5441,U1626,ORD1674,26-05-2025 15:02,paypal,662.17
TX1675,V5442,U1626,ORD1675,14-04-2025 03:53,credit_card,1405.65
TX1676,V5445,U1626,ORD1676,27-05-2025 00:00,wallet,341.52
TX1677,V5446,U1626,ORD1677,19-03-2025 19:56,wallet,303.03
TX1678,V5447,U1626,ORD1678,07-03-2025 04:13,credit_card,235.69
TX1679,V5474,U1631,ORD1679,19-04-2025 18:47,credit_card,643.44
TX1680,V5476,U1631,ORD1680,17-05-2025 10:31,COD,218.55
TX1681,V5477,U1631,ORD1681,11-04-2025 00:56,wallet,255.83
TX1682,V5478,U1631,ORD1682,21-04-2025 20:17,paypal,1162.78
TX1683,V5503,U1635,ORD1683,20-05-2025 20:48,paypal,283.15
TX1684,V5504,U1635,ORD1684,12-04-2025 07:18,COD,463.2
TX1685,V5509,U1635,ORD1685,19-03-2025 15:11,paypal,352.82
TX1686,V5512,U1636,ORD1686,07-04-2025 02:06,wallet,492.76
TX1687,V5569,U1643,ORD1687,07-03-2025 19:11,COD,86.19
TX1688,V5570,U1643,ORD1688,31-05-2025 22:34,paypal,328.6
TX1689,V5574,U1643,ORD1689,09-04-2025 08:20,wallet,271.49
TX1690,V5580,U1644,ORD1690,13-03-2025 22:49,COD,43.03
TX1691,V5587,U1644,ORD1691,03-04-2025 03:15,wallet,169.8
TX1692,V5616,U1649,ORD1692,16-04-2025 08:50,credit_card,63.03
TX1693,V5617,U1649,ORD1693,29-04-2025 18:32,paypal,568.8
TX1694,V5618,U1649,ORD1694,13-03-2025 01:30,paypal,258.09
TX1695,V5619,U1649,ORD1695,28-03-2025 11:11,paypal,247.7
TX1696,V5624,U1650,ORD1696,22-05-2025 02:25,credit_card,177.12
TX1697,V5626,U1650,ORD1697,19-04-2025 08:11,COD,203.13
TX1698,V5627,U1650,ORD1698,04-03-2025 14:09,wallet,572.36
TX1699,V5643,U1652,ORD1699,29-04-2025 19:44,credit_card,33.57
TX1700,V5644,U1652,ORD1700,24-04-2025 09:23,paypal,470.04
TX1701,V5646,U1652,ORD1701,12-05-2025 08:16,wallet,10.01
TX1702,V5647,U1652,ORD1702,31-05-2025 12:05,credit_card,334.27
TX1703,V5649,U1652,ORD1703,04-03-2025 08:52,paypal,455.25
TX1704,V5650,U1652,ORD1704,04-03-2025 03:40,credit_card,179.26
TX1705,V5651,U1652,ORD1705,20-04-2025 05:27,COD,188.74
TX1706,V5664,U1655,ORD1706,03-05-2025 14:05,COD,311.99
TX1707,V5667,U1655,ORD1707,12-04-2025 16:05,credit_card,309.48
TX1708,V5669,U1656,ORD1708,21-03-2025 02:50,credit_card,145.08
TX1709,V5670,U1656,ORD1709,19-03-2025 10:01,credit_card,199.62
TX1710,V5671,U1656,ORD1710,07-05-2025 19:57,paypal,245.97
TX1711,V5674,U1656,ORD1711,12-03-2025 07:45,COD,43.86
TX1712,V5701,U1660,ORD1712,19-05-2025 08:12,wallet,325.35
TX1713,V5706,U1660,ORD1713,06-04-2025 15:01,wallet,374.58
TX1714,V5708,U1660,ORD1714,02-04-2025 11:43,paypal,370.81
TX1715,V5709,U1660,ORD1715,02-03-2025 04:26,wallet,266.77
TX1716,V5710,U1660,ORD1716,07-05-2025 06:50,COD,185.49
TX1717,V5721,U1662,ORD1717,10-05-2025 08:01,wallet,849.1
TX1718,V5723,U1662,ORD1718,23-05-2025 17:44,wallet,128.28
TX1719,V5724,U1662,ORD1719,09-03-2025 13:21,wallet,77.55
TX1720,V5733,U1664,ORD1720,29-03-2025 04:26,credit_card,371.17
TX1721,V5740,U1664,ORD1721,04-03-2025 13:33,credit_card,7.51
TX1722,V5767,U1668,ORD1722,04-03-2025 01:14,paypal,34.38
TX1723,V5769,U1668,ORD1723,02-03-2025 22:13,wallet,374.85
TX1724,V5771,U1668,ORD1724,23-05-2025 18:10,COD,102.86
TX1725,V5773,U1668,ORD1725,24-03-2025 01:24,COD,587.92
TX1726,V5786,U1670,ORD1726,07-05-2025 08:58,wallet,334.75
TX1727,V5789,U1670,ORD1727,09-05-2025 06:00,credit_card,388.83
TX1728,V5790,U1670,ORD1728,29-05-2025 20:04,paypal,549.09
TX1729,V5791,U1670,ORD1729,27-04-2025 19:32,COD,223.54
TX1730,V5792,U1670,ORD1730,13-03-2025 06:23,COD,129.85
TX1731,V5793,U1670,ORD1731,01-04-2025 14:05,COD,300.2
TX1732,V5840,U1677,ORD1732,08-05-2025 03:06,credit_card,51.05
