session_id,visit_id,user_id,key,device_id,cookie_id,device,entry_channel,user_country,entry_page,number_of_page_viewed,visit_datetime,sponsored_listing_viewed,banner_viewed,homepage_promo_seen,product_search_view,session_total_cost
S1453,V1921,U1127,returning,9c21bac3,07aa8968,desktop,social,Hong Kong,product,13,2025-05-05 21:00:15,1,0,1,0,4.4
S1453,V1922,U1127,returning,843cdc66,6e896fea,mobile,email,Germany,landing,20,2025-04-21 11:34:48,1,0,1,0,4.4
S1453,V1923,U1127,returning,a816ee80,beda6f99,mobile,paid,Pitcairn Islands,product,12,2025-03-04 23:34:40,1,0,1,0,4.4
S1454,V1924,U1127,new,562b4ee6,8c1f65f7,tablet,email,Bhutan,category,6,2025-05-29 02:25:27,0,1,0,0,0.6
S1454,V1925,U1127,returning,c9efe159,7504671a,mobile,social,Marshall Islands,landing,16,2025-05-01 21:18:21,0,1,0,0,0.6
S1454,V1926,U1127,returning,8f4686e3,46374404,desktop,email,Guinea,category,17,2025-05-21 23:13:12,0,1,0,0,0.6
S1455,V1927,U1127,returning,bda6e6fd,304e4ebf,mobile,social,Jersey,product,18,2025-04-29 06:32:04,0,1,0,1,1.0
S1456,V1928,U1128,returning,a671d814,63188a54,tablet,email,Uruguay,product,20,2025-05-03 07:25:25,0,0,0,1,0.48
S1456,V1929,U1128,returning,abecda57,a1727ded,mobile,organic,Togo,landing,14,2025-03-27 11:10:55,0,0,0,1,0.48
S1457,V1930,U1128,returning,e76dd6d2,42097b90,desktop,email,Grenada,product,15,2025-03-27 05:54:19,0,0,0,1,0.11
S1458,V1931,U1128,returning,be8da6c1,62498d83,tablet,email,Ethiopia,landing,6,2025-05-17 21:31:57,0,1,0,1,1.09
S1458,V1932,U1128,returning,798489bd,10d3ea1e,mobile,social,Bolivia,blog,1,2025-03-25 18:59:40,0,1,0,1,1.09
S1459,V1933,U1128,returning,f333592f,79345352,desktop,email,Palau,home,1,2025-04-26 17:13:50,0,0,1,1,1.07
S1460,V1934,U1129,returning,09a875c8,72ec5647,desktop,email,India,home,10,2025-04-14 18:27:39,1,0,0,0,1.58
S1460,V1935,U1129,returning,1de54674,7fc874f3,desktop,social,Sierra Leone,landing,16,2025-05-05 13:32:32,1,0,0,0,1.58
S1461,V1936,U1129,returning,bcec6e6c,a0ae7505,desktop,paid,San Marino,home,1,2025-03-24 11:25:39,0,0,0,1,0.08
S1461,V1937,U1129,returning,d90bfd3d,e52086e3,tablet,social,Saint Martin,home,20,2025-05-05 05:37:00,0,0,0,1,0.08
S1462,V1938,U1130,returning,4317b046,d028de47,tablet,referral,Myanmar,product,1,2025-05-14 19:23:19,0,0,1,0,0.81
S1463,V1939,U1130,returning,984479ae,83f96d7f,mobile,referral,Congo,landing,12,2025-04-20 11:34:36,0,1,1,1,1.65
S1463,V1940,U1130,returning,5b4f7395,901f52f4,desktop,social,Guadeloupe,category,11,2025-05-05 19:11:51,0,1,1,1,1.65
S1463,V1941,U1130,returning,657ff0b1,34229778,desktop,email,Portugal,category,16,2025-03-18 11:14:10,0,1,1,1,1.65
S1464,V1942,U1130,returning,2e27c52b,765772a4,desktop,social,Germany,product,9,2025-04-23 04:01:47,0,0,0,0,0.0
S1465,V1943,U1130,new,01ad2f15,4ff42bc1,tablet,referral,Algeria,landing,5,2025-05-05 07:44:31,1,1,1,1,2.83
S1466,V1944,U1130,returning,c15e80bf,7fa79a94,tablet,referral,Algeria,landing,5,2025-05-20 17:58:37,0,0,1,1,0.6
S1466,V1945,U1130,returning,b5f9393a,b5b20f55,tablet,referral,Bangladesh,product,14,2025-03-02 03:52:19,0,0,1,1,0.6
S1466,V1946,U1130,returning,a4a72051,e0992518,desktop,social,Isle of Man,blog,8,2025-03-10 11:39:16,0,0,1,1,0.6
S1467,V1947,U1131,returning,f36b6b6a,1cac92db,desktop,social,Mali,home,20,2025-03-11 02:07:17,0,0,0,0,0.0
S1467,V1948,U1131,returning,27571d3d,7ef7b4f0,tablet,organic,Poland,landing,19,2025-04-13 07:07:14,0,0,0,0,0.0
S1468,V1949,U1131,returning,b69cb6f2,0fcdd5c6,desktop,referral,Guernsey,landing,6,2025-03-22 07:16:37,0,0,1,1,1.96
S1469,V1950,U1131,returning,cfb7928d,b2c752cb,tablet,organic,Saint Kitts and Nevis,product,12,2025-03-28 12:07:47,0,0,0,1,0.35
S1469,V1951,U1131,returning,c61dc8e9,7c784ec8,desktop,email,El Salvador,home,16,2025-03-19 17:54:28,0,0,0,1,0.35
S1469,V1952,U1131,returning,934a658c,d4d7053a,mobile,referral,Antigua and Barbuda,landing,10,2025-03-03 07:13:33,0,0,0,1,0.35
S1470,V1953,U1131,returning,565ce2de,4ccb60d2,desktop,email,Nicaragua,blog,3,2025-03-09 22:14:19,1,0,0,0,2.21
S1471,V1954,U1131,returning,7c55dd51,5a2d1bd4,mobile,email,Azerbaijan,category,8,2025-04-27 16:26:35,0,1,0,0,0.63
S1471,V1955,U1131,returning,1cb9ee96,65b8acaf,desktop,paid,Palestinian Territory,blog,13,2025-05-26 19:05:38,0,1,0,0,0.63
S1471,V1956,U1131,returning,406391c3,c4ac0835,desktop,organic,Syrian Arab Republic,category,18,2025-03-22 01:14:17,0,1,0,0,0.63
S1472,V1957,U1132,new,41b655e1,59ba9fdd,desktop,organic,Zambia,category,6,2025-04-28 04:40:05,0,1,1,1,1.98
S1472,V1958,U1132,returning,a72ed5b7,2f97780e,desktop,email,Northern Mariana Islands,category,19,2025-03-12 19:47:29,0,1,1,1,1.98
S1472,V1959,U1132,returning,87f45abf,131445c5,mobile,email,Russian Federation,blog,10,2025-03-12 15:34:00,0,1,1,1,1.98
S1473,V1960,U1132,returning,50681974,9fe1db8b,mobile,organic,Benin,home,11,2025-05-23 03:39:06,1,1,1,0,3.98
S1474,V1961,U1132,returning,66670d63,f2c99feb,tablet,referral,Netherlands Antilles,landing,16,2025-03-13 14:42:21,1,0,1,1,2.93
S1474,V1962,U1132,new,3038f5ab,9c3698ee,desktop,email,Honduras,home,4,2025-05-03 17:30:37,1,0,1,1,2.93
S1475,V1963,U1132,returning,5761ad8a,b3e07660,mobile,paid,Serbia,landing,15,2025-05-27 08:54:44,0,1,1,0,2.06
S1475,V1964,U1132,returning,4eb8132d,698ace20,desktop,organic,Oman,landing,14,2025-04-24 23:02:09,0,1,1,0,2.06
S1476,V1965,U1132,returning,8e5e49ae,2ae05472,mobile,referral,Spain,home,9,2025-03-18 22:32:31,0,0,0,0,0.0
S1476,V1966,U1132,returning,3ae64027,b7885983,mobile,referral,Ukraine,landing,7,2025-03-11 18:17:15,0,0,0,0,0.0
S1476,V1967,U1132,returning,0b163cb1,82b5e856,tablet,email,Qatar,landing,4,2025-03-18 21:21:50,0,0,0,0,0.0
S1477,V1968,U1133,returning,9d7d89e4,74fe6a4d,desktop,email,El Salvador,product,18,2025-03-29 14:23:40,0,0,0,0,0.0
S1478,V1969,U1133,returning,8bd870ff,c9af15c9,mobile,organic,Lao People's Democratic Republic,landing,16,2025-05-04 03:01:29,0,1,0,0,0.36
S1478,V1970,U1133,returning,c2d0a64a,d6e57b48,mobile,social,Vietnam,blog,12,2025-03-08 08:25:36,0,1,0,0,0.36
S1479,V1971,U1134,returning,887e0b50,7d2f8f5d,desktop,paid,Northern Mariana Islands,landing,18,2025-04-14 00:36:01,0,1,1,1,1.49
S1479,V1972,U1134,returning,d31d71b1,3a1b1ccd,desktop,referral,Uzbekistan,category,12,2025-03-27 20:01:13,0,1,1,1,1.49
S1480,V1973,U1134,returning,a8e170d3,c353859e,mobile,referral,Seychelles,product,15,2025-04-11 10:56:36,0,0,1,0,1.33
S1480,V1974,U1134,new,713de109,5fddffbe,desktop,referral,Puerto Rico,category,16,2025-05-27 17:03:17,0,0,1,0,1.33
S1481,V1975,U1134,returning,2556681e,ad6b2ddf,mobile,organic,Papua New Guinea,home,12,2025-05-14 17:57:05,0,1,0,1,1.16
S1481,V1976,U1134,returning,76ee2466,bce004a3,desktop,email,Sierra Leone,product,14,2025-04-01 09:35:10,0,1,0,1,1.16
S1482,V1977,U1134,returning,0839dcfb,7d570dd1,mobile,social,Equatorial Guinea,blog,6,2025-03-16 17:24:29,0,0,0,1,0.1
S1482,V1978,U1134,returning,b41ec6fc,4c1d403b,mobile,referral,Slovakia (Slovak Republic),category,8,2025-03-08 04:25:32,0,0,0,1,0.1
S1483,V1979,U1134,returning,9da9ccb4,af72628a,mobile,social,Falkland Islands (Malvinas),category,16,2025-05-15 10:47:17,0,1,0,1,0.74
S1484,V1980,U1135,returning,7e087cf1,cbae0b67,mobile,organic,Bahamas,blog,15,2025-04-07 03:59:10,0,0,0,1,0.3
S1485,V1981,U1135,returning,e695c515,40395a0d,tablet,referral,Iceland,landing,10,2025-04-02 07:08:30,0,0,0,0,0.0
S1485,V1982,U1135,returning,81f5aa1f,734ffe9a,desktop,email,Bahamas,landing,1,2025-03-26 01:44:22,0,0,0,0,0.0
S1485,V1983,U1135,new,e480dd26,35781903,tablet,email,Zimbabwe,home,7,2025-05-18 21:57:47,0,0,0,0,0.0
S1486,V1984,U1135,returning,38ac8df0,0041f7a8,tablet,social,Estonia,category,2,2025-03-18 06:36:20,0,0,0,0,0.0
S1486,V1985,U1135,returning,e9fd214c,35d49ab2,mobile,organic,Kazakhstan,category,19,2025-03-07 17:42:36,0,0,0,0,0.0
S1487,V1986,U1136,returning,9c35775d,1197c690,tablet,email,Liechtenstein,blog,16,2025-05-30 03:45:46,0,0,0,0,0.0
S1487,V1987,U1136,new,a53eb8cc,5c76ce81,mobile,referral,Cook Islands,home,15,2025-04-29 06:06:23,0,0,0,0,0.0
S1488,V1988,U1136,returning,62164351,a4265302,mobile,referral,India,product,16,2025-03-18 07:48:01,0,1,1,1,3.09
S1488,V1989,U1136,returning,73626b8e,a3478461,desktop,organic,Oman,home,19,2025-04-17 18:34:35,0,1,1,1,3.09
S1488,V1990,U1136,returning,b1bff4d6,b75cba3c,desktop,social,Botswana,product,16,2025-03-14 23:14:50,0,1,1,1,3.09
S1489,V1991,U1136,returning,18b54a1e,c60f5cfc,mobile,social,Mauritania,landing,19,2025-05-14 15:13:04,1,0,0,0,2.33
S1489,V1992,U1136,returning,33684efb,ab023a9c,tablet,referral,Jersey,category,17,2025-03-22 04:52:38,1,0,0,0,2.33
S1489,V1993,U1136,returning,b6a07b17,182b68fe,tablet,paid,New Zealand,product,10,2025-05-02 11:05:11,1,0,0,0,2.33
S1490,V1994,U1136,returning,a7d4023c,edcf6cde,mobile,organic,Botswana,category,11,2025-05-28 14:32:01,0,0,1,0,1.15
S1490,V1995,U1136,returning,d0648248,05505eae,desktop,referral,Kenya,product,6,2025-05-09 11:00:12,0,0,1,0,1.15
S1490,V1996,U1136,returning,352af4c8,2e37a22d,mobile,organic,Eritrea,category,13,2025-03-11 00:40:35,0,0,1,0,1.15
S1491,V1997,U1136,returning,9bb1a90a,40ba4150,desktop,paid,Antigua and Barbuda,landing,11,2025-03-08 01:54:53,0,1,0,1,1.13
S1491,V1998,U1136,returning,345a7a60,da97cde5,desktop,paid,Barbados,landing,16,2025-04-25 11:19:45,0,1,0,1,1.13
S1492,V1999,U1137,returning,d1729c26,6e74ce2b,tablet,paid,Saint Lucia,category,5,2025-03-25 07:55:54,1,0,0,1,1.89
S1492,V2000,U1137,new,baef4ff8,1964f61d,mobile,referral,Singapore,landing,18,2025-04-13 06:58:49,1,0,0,1,1.89
S1493,V2001,U1137,returning,14f9a5cc,59b4bba2,tablet,social,Andorra,product,2,2025-05-27 01:01:31,0,0,0,1,0.31
S1493,V2002,U1137,returning,7987abb3,08016447,desktop,paid,Luxembourg,blog,16,2025-03-15 10:51:20,0,0,0,1,0.31
S1493,V2003,U1137,returning,37bbeeff,822be721,mobile,organic,Palau,blog,1,2025-05-02 04:05:21,0,0,0,1,0.31
S1494,V2004,U1137,returning,46ea3585,216703c5,desktop,organic,Afghanistan,blog,2,2025-05-30 13:47:59,0,0,0,0,0.0
S1494,V2005,U1137,returning,cac6616c,9638678c,tablet,paid,Argentina,blog,7,2025-05-04 12:38:37,0,0,0,0,0.0
S1494,V2006,U1137,new,2103eb52,a303c9e5,desktop,social,Iceland,category,17,2025-03-26 20:50:31,0,0,0,0,0.0
S1495,V2007,U1137,returning,f4d17d4f,4e0816a7,tablet,social,Canada,product,9,2025-05-07 23:14:48,0,0,0,1,0.41
S1495,V2008,U1137,returning,16bb6637,3681df0a,mobile,email,Greenland,blog,15,2025-05-27 19:54:41,0,0,0,1,0.41
S1495,V2009,U1137,returning,56f54c73,1bce180a,desktop,organic,India,product,20,2025-04-25 19:00:31,0,0,0,1,0.41
S1496,V2010,U1138,returning,fe9cc934,3503017e,desktop,paid,Afghanistan,landing,4,2025-04-20 00:55:45,0,1,0,0,0.22
S1497,V2011,U1138,returning,394d383a,ce239b69,mobile,email,Russian Federation,product,9,2025-05-14 20:32:18,1,0,1,1,4.53
S1497,V2012,U1138,returning,9eb57e11,2e75f0d0,tablet,paid,Liechtenstein,blog,6,2025-04-16 10:08:44,1,0,1,1,4.53
S1497,V2013,U1138,returning,23e0ad99,5d3ff64f,tablet,organic,Jordan,category,19,2025-04-09 05:11:05,1,0,1,1,4.53
S1498,V2014,U1138,returning,e0ce5e1d,c3254eb3,mobile,email,Tanzania,product,15,2025-05-10 15:49:15,0,0,1,0,0.3
S1498,V2015,U1138,returning,4018da42,c19a2036,tablet,email,Slovakia (Slovak Republic),category,13,2025-05-18 20:44:22,0,0,1,0,0.3
S1499,V2016,U1139,returning,49a5e63e,029ea7d8,tablet,organic,Solomon Islands,landing,2,2025-03-07 19:20:38,1,0,0,0,1.89
S1499,V2017,U1139,returning,a9978cb9,2e5ebc34,mobile,referral,Mauritania,landing,12,2025-03-22 22:15:40,1,0,0,0,1.89
S1499,V2018,U1139,returning,1eec8622,b0542400,mobile,email,Afghanistan,category,3,2025-04-07 07:46:21,1,0,0,0,1.89
S1500,V2019,U1139,returning,4fce7872,267bb71e,mobile,paid,Zimbabwe,blog,20,2025-05-06 22:05:42,0,0,0,0,0.0
S1501,V2020,U1139,returning,57f2c455,3deda206,desktop,organic,Svalbard & Jan Mayen Islands,product,17,2025-05-15 17:08:07,1,1,0,0,3.65
S1502,V2021,U1140,returning,5ccc6450,c05ec10b,mobile,social,Liberia,landing,4,2025-03-12 18:25:29,0,0,0,0,0.0
S1502,V2022,U1140,returning,15f3107a,24b078d3,mobile,social,Mongolia,blog,8,2025-04-21 23:20:56,0,0,0,0,0.0
S1502,V2023,U1140,returning,9eaf4462,aaf5cbb9,mobile,organic,Vietnam,category,10,2025-04-04 20:20:25,0,0,0,0,0.0
S1503,V2024,U1140,returning,c9c8bdd0,721cb5e9,mobile,social,Grenada,home,4,2025-05-06 04:47:32,0,1,0,1,0.57
S1503,V2025,U1140,returning,647b7dbc,386853fd,desktop,email,Gabon,category,15,2025-04-08 21:30:00,0,1,0,1,0.57
S1504,V2026,U1141,returning,4652320c,e232c457,tablet,organic,Azerbaijan,blog,2,2025-05-01 09:18:06,1,0,0,1,1.83
S1504,V2027,U1141,returning,d785b331,ce310ab7,mobile,social,Oman,landing,10,2025-03-09 19:16:09,1,0,0,1,1.83
S1505,V2028,U1141,returning,db9a070d,e217976e,mobile,social,Haiti,landing,3,2025-04-21 21:46:10,1,0,0,0,0.74
S1505,V2029,U1141,returning,41c811e5,29f348a6,mobile,paid,Timor-Leste,blog,9,2025-04-03 00:24:13,1,0,0,0,0.74
S1506,V2030,U1141,returning,b2687a3d,805e1c7a,desktop,referral,Belgium,category,16,2025-05-21 16:05:42,1,0,0,0,0.9
S1506,V2031,U1141,returning,6defab04,57256590,desktop,social,Kuwait,landing,4,2025-05-13 19:59:02,1,0,0,0,0.9
S1506,V2032,U1141,returning,01a69531,54a17bd1,desktop,organic,Seychelles,landing,14,2025-03-29 03:39:09,1,0,0,0,0.9
S1507,V2033,U1141,returning,536b080b,e977c9f5,mobile,referral,Oman,landing,4,2025-03-20 17:18:18,1,1,0,1,1.6
S1507,V2034,U1141,returning,fdfedcc6,66a44f5b,mobile,social,Christmas Island,home,13,2025-04-23 20:01:17,1,1,0,1,1.6
S1507,V2035,U1141,returning,8ac17828,8c8e15fe,tablet,organic,Armenia,home,1,2025-04-07 07:09:58,1,1,0,1,1.6
S1508,V2036,U1141,returning,fc47d1aa,a8d80634,desktop,referral,Panama,home,15,2025-03-19 13:04:10,0,0,1,0,1.55
S1509,V2037,U1142,returning,6f78215c,b6db72a7,mobile,paid,French Southern Territories,landing,9,2025-05-07 13:31:23,0,0,0,1,0.09
S1509,V2038,U1142,returning,771ece19,38da2883,mobile,referral,Iceland,product,1,2025-05-27 00:54:17,0,0,0,1,0.09
S1510,V2039,U1142,returning,38cc4496,585b12b8,mobile,social,Botswana,home,13,2025-05-01 05:26:39,0,0,0,1,0.31
S1510,V2040,U1142,returning,38627dbe,262adea2,desktop,social,Portugal,product,1,2025-04-04 21:08:20,0,0,0,1,0.31
S1511,V2041,U1143,returning,62ca051c,45cb7b21,mobile,social,Libyan Arab Jamahiriya,product,17,2025-03-09 05:44:38,1,0,0,0,1.09
S1511,V2042,U1143,returning,09c9b936,acc9a6dd,desktop,organic,Turks and Caicos Islands,category,1,2025-05-01 10:30:37,1,0,0,0,1.09
S1511,V2043,U1143,returning,4ef9e216,e976c5c6,tablet,organic,Kazakhstan,home,3,2025-05-11 09:25:46,1,0,0,0,1.09
S1512,V2044,U1143,returning,02745bd6,136e2b39,desktop,referral,Comoros,category,8,2025-03-14 14:05:26,0,0,0,0,0.0
S1512,V2045,U1143,new,042e140b,f09498b1,mobile,organic,Argentina,home,7,2025-03-19 17:56:19,0,0,0,0,0.0
S1512,V2046,U1143,returning,5763442a,6861934c,tablet,social,Anguilla,blog,15,2025-05-09 21:06:48,0,0,0,0,0.0
S1513,V2047,U1143,returning,cee03022,06068e0e,desktop,referral,Namibia,home,20,2025-03-24 03:42:38,0,1,0,1,0.18
S1513,V2048,U1143,returning,1896341e,ececc844,tablet,social,Liechtenstein,home,17,2025-04-07 17:53:38,0,1,0,1,0.18
S1513,V2049,U1143,returning,f58546ba,0aa67de2,tablet,email,Bahrain,blog,12,2025-05-16 23:12:58,0,1,0,1,0.18
S1514,V2050,U1143,returning,4d7157ea,451f8724,desktop,paid,Mauritania,home,17,2025-05-02 11:14:54,0,1,0,1,1.04
S1514,V2051,U1143,returning,f61c984a,f161f84e,tablet,email,Gambia,landing,11,2025-04-18 12:20:54,0,1,0,1,1.04
S1514,V2052,U1143,returning,05d7bdfc,f8fdda47,tablet,referral,Marshall Islands,product,13,2025-05-20 23:56:38,0,1,0,1,1.04
S1515,V2053,U1144,returning,0142e3ca,bab98456,mobile,email,Sudan,blog,9,2025-04-13 14:57:42,0,0,0,1,0.39
S1516,V2054,U1144,returning,2f55cd60,9aeebbbf,mobile,email,Andorra,landing,7,2025-03-04 14:18:56,1,0,1,0,3.86
S1516,V2055,U1144,returning,96463fca,02c3c732,mobile,social,Guadeloupe,blog,8,2025-03-06 10:36:58,1,0,1,0,3.86
S1516,V2056,U1144,returning,f11002c2,07e0497b,tablet,referral,Guadeloupe,product,16,2025-05-16 11:39:25,1,0,1,0,3.86
S1517,V2057,U1144,returning,4635966d,5f25332e,desktop,paid,Saint Helena,home,6,2025-03-05 03:45:54,0,0,1,0,1.98
S1518,V2058,U1145,returning,34667c49,ebf1e567,mobile,paid,Iraq,landing,7,2025-03-12 11:23:45,0,1,0,0,0.31
S1518,V2059,U1145,returning,c52af33a,dae6fdfd,mobile,social,Croatia,landing,13,2025-05-18 08:41:16,0,1,0,0,0.31
S1519,V2060,U1145,returning,ce60da16,c5c93af7,desktop,social,Palau,category,2,2025-05-04 18:57:35,1,0,1,0,2.46
S1519,V2061,U1145,returning,63ba72e9,fbcf2dcd,desktop,email,Maldives,landing,5,2025-04-14 12:04:49,1,0,1,0,2.46
S1519,V2062,U1145,returning,a921e766,aa760dd3,mobile,organic,Wallis and Futuna,home,20,2025-05-05 20:02:09,1,0,1,0,2.46
S1520,V2063,U1145,returning,ea5fdd59,fafc371c,tablet,paid,Trinidad and Tobago,category,19,2025-05-24 21:09:45,0,1,1,0,2.4
S1521,V2064,U1145,returning,e9ade8b0,c607e9ee,mobile,referral,Martinique,blog,4,2025-03-15 11:05:13,0,1,1,0,1.5
S1521,V2065,U1145,returning,a6966396,e982c626,tablet,email,Saint Vincent and the Grenadines,landing,5,2025-04-26 05:58:24,0,1,1,0,1.5
S1522,V2066,U1146,new,4d626951,b2b11d15,mobile,organic,Djibouti,home,8,2025-05-29 18:58:37,0,0,1,1,1.32
S1522,V2067,U1146,returning,6e86fd5a,4a957ff9,desktop,paid,Barbados,category,3,2025-03-04 13:55:52,0,0,1,1,1.32
S1523,V2068,U1146,returning,bc7c1daf,8c447c95,tablet,referral,Saint Pierre and Miquelon,product,20,2025-03-14 17:55:46,0,0,0,1,0.39
S1524,V2069,U1147,returning,ac7953d3,521c5bc2,desktop,paid,Liechtenstein,home,11,2025-05-03 11:32:16,1,0,1,0,4.1
S1524,V2070,U1147,returning,6157293e,795059b9,tablet,organic,Andorra,blog,8,2025-04-15 18:01:16,1,0,1,0,4.1
S1524,V2071,U1147,returning,e7d6b77e,2e324174,tablet,referral,United States of America,blog,20,2025-05-29 03:08:22,1,0,1,0,4.1
S1525,V2072,U1147,returning,a5ab74c5,f57ce606,desktop,organic,Nicaragua,product,4,2025-03-05 10:43:32,0,0,0,0,0.0
S1525,V2073,U1147,returning,4b87986a,00a89142,desktop,referral,Ecuador,category,2,2025-05-08 02:08:24,0,0,0,0,0.0
S1525,V2074,U1147,returning,30e8d6d4,094d5e7b,tablet,referral,Pakistan,home,11,2025-03-13 16:10:29,0,0,0,0,0.0
S1526,V2075,U1147,returning,6abd0011,725bb22f,desktop,referral,American Samoa,landing,16,2025-03-17 17:22:09,0,0,1,1,0.42
S1526,V2076,U1147,returning,7aecb3bd,9eea8558,desktop,social,Niue,category,20,2025-03-05 20:24:38,0,0,1,1,0.42
S1527,V2077,U1147,returning,c018c02f,9af6c046,tablet,social,United Kingdom,category,5,2025-03-30 20:08:52,0,1,0,1,1.14
S1528,V2078,U1147,returning,9b62dd4f,34106874,mobile,referral,Swaziland,home,11,2025-05-17 01:26:53,1,0,1,0,2.73
S1528,V2079,U1147,returning,e8bbbda6,fee956f6,tablet,organic,Bhutan,home,12,2025-04-14 06:59:13,1,0,1,0,2.73
S1529,V2080,U1148,returning,71c6a17a,e7d76ac8,tablet,paid,New Caledonia,category,5,2025-03-17 13:44:06,0,0,1,0,1.96
S1530,V2081,U1148,returning,a20c0c3d,4f11f04a,tablet,referral,Syrian Arab Republic,category,9,2025-04-27 09:13:43,1,1,1,1,4.21
S1530,V2082,U1148,new,89f1a19b,8a8c964e,tablet,social,Bahrain,landing,11,2025-05-19 09:36:45,1,1,1,1,4.21
S1530,V2083,U1148,returning,0b866042,a9e1023f,tablet,social,Svalbard & Jan Mayen Islands,home,2,2025-03-11 07:46:10,1,1,1,1,4.21
S1531,V2084,U1148,returning,f6022b47,f5250cfc,tablet,email,Brazil,product,5,2025-04-18 06:25:41,0,0,1,1,1.74
S1532,V2085,U1148,returning,e3e44ee2,a4075be0,tablet,organic,Nauru,landing,16,2025-05-17 14:12:47,1,0,0,0,1.84
S1533,V2086,U1149,returning,c41cc867,c649ca17,desktop,social,New Zealand,product,13,2025-03-22 09:58:16,0,0,0,0,0.0
S1533,V2087,U1149,returning,f42b3fdb,4763b23c,desktop,paid,Bahrain,category,18,2025-05-18 02:30:45,0,0,0,0,0.0
S1534,V2088,U1149,returning,1ca207b0,d777223d,tablet,organic,Cook Islands,landing,6,2025-04-11 09:08:40,1,0,0,1,2.7
S1534,V2089,U1149,returning,beb582b9,c7de6771,mobile,referral,Guadeloupe,landing,13,2025-05-18 18:58:51,1,0,0,1,2.7
S1535,V2090,U1149,returning,4324ded2,e9c30b6a,mobile,referral,Syrian Arab Republic,category,19,2025-05-11 15:29:52,0,0,1,0,0.67
S1535,V2091,U1149,new,447b8e15,a29075a0,tablet,email,Philippines,product,6,2025-04-09 00:44:52,0,0,1,0,0.67
S1536,V2092,U1150,returning,147b3b93,03c6e2ca,mobile,social,Greece,category,10,2025-03-12 17:29:24,0,1,1,0,1.82
S1536,V2093,U1150,returning,8ca3c261,1409d74a,mobile,referral,Poland,landing,16,2025-04-25 22:06:01,0,1,1,0,1.82
S1537,V2094,U1150,returning,6e084d48,430f0bd4,desktop,paid,Mauritius,category,19,2025-03-14 08:00:02,0,0,0,0,0.0
S1537,V2095,U1150,returning,75d2e9a1,a382e320,desktop,email,Gibraltar,category,2,2025-05-21 05:00:58,0,0,0,0,0.0
S1537,V2096,U1150,returning,a2a36fd8,af781334,desktop,referral,South Africa,home,2,2025-03-21 16:51:58,0,0,0,0,0.0
S1538,V2097,U1150,returning,3ff7c052,2c243080,mobile,organic,Serbia,product,8,2025-03-05 10:13:27,0,0,1,1,0.99
S1539,V2098,U1150,returning,724c855d,dd57faa0,desktop,paid,Namibia,category,9,2025-03-17 20:09:44,0,0,1,0,1.65
S1539,V2099,U1150,returning,842123ab,4aeaa561,desktop,organic,Grenada,home,17,2025-03-07 03:19:03,0,0,1,0,1.65
S1539,V2100,U1150,returning,1c99e701,0f437f24,desktop,social,British Indian Ocean Territory (Chagos Archipelago),blog,2,2025-03-27 14:13:04,0,0,1,0,1.65
S1540,V2101,U1151,returning,4da1be47,8efb2294,mobile,email,Cambodia,category,15,2025-05-13 13:13:10,0,0,0,1,0.34
S1541,V2102,U1151,returning,f86e9454,ed1170b3,desktop,organic,Israel,product,6,2025-03-17 07:35:12,0,0,1,1,1.12
S1541,V2103,U1151,returning,cbc2fd44,27fb49aa,desktop,paid,Qatar,blog,12,2025-04-05 21:59:35,0,0,1,1,1.12
S1541,V2104,U1151,new,5fa2b1c3,38ec0798,desktop,email,Mexico,category,9,2025-03-17 00:29:31,0,0,1,1,1.12
S1542,V2105,U1152,returning,2ec38fd2,c68bef29,desktop,paid,Kazakhstan,product,6,2025-03-24 15:43:59,0,0,0,1,0.46
S1542,V2106,U1152,new,5ff36141,761cd662,mobile,referral,Uzbekistan,home,16,2025-04-26 12:07:30,0,0,0,1,0.46
S1543,V2107,U1152,returning,01a0a8c7,a226c77e,desktop,email,Armenia,category,1,2025-03-13 22:46:36,0,1,1,0,0.72
S1544,V2108,U1152,returning,509cce27,97d8aedb,tablet,referral,Bolivia,product,6,2025-05-16 19:17:07,0,0,0,0,0.0
S1544,V2109,U1152,returning,71578a06,276e4d43,tablet,organic,Tanzania,category,3,2025-05-01 09:07:12,0,0,0,0,0.0
S1545,V2110,U1152,new,dd24d613,bd2ff154,desktop,email,New Caledonia,home,16,2025-04-06 12:26:55,0,0,0,0,0.0
S1546,V2111,U1153,new,225210b4,644fa54e,mobile,referral,Slovakia (Slovak Republic),landing,4,2025-03-16 07:35:33,0,0,0,0,0.0
S1546,V2112,U1153,returning,c12ab672,d73da43c,mobile,email,Andorra,blog,17,2025-05-25 09:40:45,0,0,0,0,0.0
S1547,V2113,U1153,returning,82d112eb,8a4e4961,desktop,organic,Libyan Arab Jamahiriya,category,2,2025-03-08 20:05:50,0,0,0,1,0.22
S1547,V2114,U1153,returning,07195d04,b22131e4,desktop,paid,Albania,category,12,2025-03-01 16:49:59,0,0,0,1,0.22
S1548,V2115,U1153,returning,bbc20b73,40df9a22,mobile,email,Christmas Island,home,2,2025-05-29 22:03:19,1,1,0,1,2.32
S1548,V2116,U1153,returning,bc35173c,524ecc10,mobile,social,Benin,product,7,2025-05-08 14:49:35,1,1,0,1,2.32
S1549,V2117,U1153,returning,180f4c5b,4cba0687,desktop,email,Pakistan,home,1,2025-04-27 15:29:32,0,0,0,0,0.0
