transaction_id,order_id,product_id,quantity,total_product_price,Unit_price,return_stat,return_date
TX1212,ORD1212,P1686,1,59.39,59.39,Returned,21-04-2025 04:53
TX1213,ORD1213,P1390,1,123.85,123.85,Not Returned,
TX1214,ORD1214,P1339,2,388.36,194.18,Not Returned,
TX1214,ORD1214,P1500,3,130.5,43.5,Returned,14-03-2025 01:39
TX1214,ORD1214,P1029,3,112.5,37.5,Not Returned,
TX1215,ORD1215,P1709,2,252.94,126.47,Not Returned,
TX1215,ORD1215,P1793,1,33.88,33.88,Not Returned,
TX1216,ORD1216,P1047,2,663.62,331.81,Not Returned,
TX1217,ORD1217,P1223,3,22.83,7.61,Not Returned,
TX1217,ORD1217,P1531,2,58.42,29.21,Not Returned,
TX1218,ORD1218,P1260,2,239.44,119.72,Not Returned,
TX1218,ORD1218,P1114,1,149.14,149.14,Returned,20-04-2025 16:01
TX1219,ORD1219,P1459,3,992.55,330.85,Returned,15-03-2025 14:01
TX1220,ORD1220,P1434,2,77.14,38.57,Not Returned,
TX1220,ORD1220,P1214,1,2.25,2.25,Not Returned,
TX1221,ORD1221,P1103,1,321.59,321.59,Not Returned,
TX1222,ORD1222,P1713,1,3.92,3.92,Not Returned,
TX1222,ORD1222,P1917,1,14.17,14.17,Not Returned,
TX1222,ORD1222,P1839,2,125.42,62.71,Not Returned,
TX1223,ORD1223,P1757,2,345,172.5,Not Returned,
TX1223,ORD1223,P1049,3,38.04,12.68,Not Returned,
TX1223,ORD1223,P1859,3,123.42,41.14,Not Returned,
TX1224,ORD1224,P1888,3,85.44,28.48,Not Returned,
TX1224,ORD1224,P1841,2,273.36,136.68,Returned,17-05-2025 23:10
TX1225,ORD1225,P1493,2,245.92,122.96,Not Returned,
TX1226,ORD1226,P1528,2,205.36,102.68,Not Returned,
TX1226,ORD1226,P1260,3,359.16,119.72,Not Returned,
TX1226,ORD1226,P1911,3,94.2,31.4,Not Returned,
TX1227,ORD1227,P1588,1,137.14,137.14,Not Returned,
TX1227,ORD1227,P1924,2,284.54,142.27,Not Returned,
TX1228,ORD1228,P1497,2,39.94,19.97,Not Returned,
TX1228,ORD1228,P1158,1,169.46,169.46,Not Returned,
TX1229,ORD1229,P1244,3,131.79,43.93,Not Returned,
TX1229,ORD1229,P1939,3,329.82,109.94,Not Returned,
TX1229,ORD1229,P1832,2,289.28,144.64,Not Returned,
TX1230,ORD1230,P1556,1,98.17,98.17,Returned,16-03-2025 18:52
TX1230,ORD1230,P1829,2,51.84,25.92,Not Returned,
TX1230,ORD1230,P1683,3,167.79,55.93,Not Returned,
TX1231,ORD1231,P1179,1,138.36,138.36,Returned,3/5/2025 8:16
TX1231,ORD1231,P1429,1,30.74,30.74,Not Returned,
TX1231,ORD1231,P1036,2,144.82,72.41,Not Returned,
TX1232,ORD1232,P1868,3,45.42,15.14,Not Returned,
TX1232,ORD1232,P1869,3,40.62,13.54,Not Returned,
TX1232,ORD1232,P1929,2,152.32,76.16,Returned,19-04-2025 14:10
TX1233,ORD1233,P1108,3,198.96,66.32,Not Returned,
TX1233,ORD1233,P1955,1,88.44,88.44,Not Returned,
TX1233,ORD1233,P1422,2,475.58,237.79,Returned,24-03-2025 19:22
TX1234,ORD1234,P1667,2,97.46,48.73,Returned,9/5/2025 21:25
TX1234,ORD1234,P1777,3,286.95,95.65,Not Returned,
TX1235,ORD1235,P1955,3,265.32,88.44,Not Returned,
TX1235,ORD1235,P1091,1,2.65,2.65,Not Returned,
TX1236,ORD1236,P1055,1,130.99,130.99,Not Returned,
TX1236,ORD1236,P1609,3,76.62,25.54,Not Returned,
TX1237,ORD1237,P1676,1,183.61,183.61,Not Returned,
TX1237,ORD1237,P1587,2,241.12,120.56,Returned,30-05-2025 09:52
TX1238,ORD1238,P1183,3,259.5,86.5,Returned,26-03-2025 20:19
TX1238,ORD1238,P1906,3,196.35,65.45,Returned,1/4/2025 20:19
TX1238,ORD1238,P1659,3,826.59,275.53,Not Returned,
TX1239,ORD1239,P1434,1,38.57,38.57,Not Returned,
TX1239,ORD1239,P1507,3,183.45,61.15,Not Returned,
TX1239,ORD1239,P1913,3,1494.09,498.03,Not Returned,
TX1240,ORD1240,P1543,3,319.44,106.48,Not Returned,
TX1241,ORD1241,P1859,1,41.14,41.14,Not Returned,
TX1241,ORD1241,P1962,3,125.55,41.85,Not Returned,
TX1241,ORD1241,P1569,2,231.56,115.78,Not Returned,
TX1242,ORD1242,P1031,3,129.09,43.03,Not Returned,
TX1242,ORD1242,P1245,3,217.05,72.35,Not Returned,
TX1243,ORD1243,P1612,2,152.76,76.38,Returned,19-03-2025 10:19
TX1244,ORD1244,P1595,2,956.86,478.43,Not Returned,
TX1245,ORD1245,P1569,3,347.34,115.78,Not Returned,
TX1245,ORD1245,P1033,3,84.18,28.06,Not Returned,
TX1245,ORD1245,P1618,2,311.06,155.53,Not Returned,
TX1246,ORD1246,P1909,2,336.32,168.16,Returned,11/4/2025 17:55
TX1247,ORD1247,P1611,1,81.87,81.87,Not Returned,
TX1248,ORD1248,P1136,2,100.92,50.46,Not Returned,
TX1248,ORD1248,P1311,1,414.99,414.99,Not Returned,
TX1249,ORD1249,P1848,1,471.6,471.6,Not Returned,
TX1249,ORD1249,P1938,1,20.92,20.92,Returned,15-05-2025 09:08
TX1250,ORD1250,P1606,3,373.68,124.56,Not Returned,
TX1250,ORD1250,P1356,1,45.37,45.37,Not Returned,
TX1251,ORD1251,P1063,1,316.63,316.63,Not Returned,
TX1251,ORD1251,P1981,3,864.84,288.28,Not Returned,
TX1251,ORD1251,P1888,3,85.44,28.48,Not Returned,
TX1252,ORD1252,P1351,1,94.46,94.46,Not Returned,
TX1252,ORD1252,P1343,3,48,16,Not Returned,
TX1252,ORD1252,P1959,1,48.2,48.2,Not Returned,
TX1253,ORD1253,P1058,2,76.56,38.28,Returned,17-04-2025 10:11
TX1253,ORD1253,P1566,1,138.11,138.11,Not Returned,
TX1254,ORD1254,P1807,2,42.42,21.21,Not Returned,
TX1255,ORD1255,P1957,1,51.74,51.74,Not Returned,
TX1256,ORD1256,P1416,2,12.7,6.35,Not Returned,
TX1256,ORD1256,P1892,3,246.9,82.3,Not Returned,
TX1256,ORD1256,P1700,2,41.42,20.71,Not Returned,
TX1257,ORD1257,P1084,3,83.22,27.74,Not Returned,
TX1257,ORD1257,P1115,1,26.52,26.52,Not Returned,
TX1258,ORD1258,P1144,1,28.47,28.47,Not Returned,
TX1258,ORD1258,P1358,3,162.93,54.31,Not Returned,
TX1258,ORD1258,P1483,3,946.29,315.43,Not Returned,
TX1259,ORD1259,P1496,1,174.11,174.11,Not Returned,
TX1259,ORD1259,P1611,1,81.87,81.87,Not Returned,
TX1260,ORD1260,P1595,1,478.43,478.43,Not Returned,
TX1260,ORD1260,P1651,3,397.35,132.45,Not Returned,
TX1261,ORD1261,P1716,3,203.52,67.84,Not Returned,
TX1261,ORD1261,P1290,1,47.19,47.19,Not Returned,
TX1261,ORD1261,P1798,2,465.86,232.93,Not Returned,
TX1262,ORD1262,P1180,2,218.78,109.39,Returned,25-05-2025 09:50
TX1262,ORD1262,P1177,3,350.07,116.69,Not Returned,
TX1262,ORD1262,P1899,2,294.66,147.33,Not Returned,
TX1263,ORD1263,P1197,1,433.14,433.14,Not Returned,
TX1263,ORD1263,P1155,1,14.49,14.49,Not Returned,
TX1263,ORD1263,P1082,1,35.18,35.18,Not Returned,
TX1264,ORD1264,P1941,2,142.02,71.01,Not Returned,
TX1264,ORD1264,P1740,1,194.97,194.97,Not Returned,
TX1264,ORD1264,P1961,2,62.28,31.14,Returned,5/6/2025 19:44
TX1265,ORD1265,P1787,1,29.46,29.46,Not Returned,
TX1265,ORD1265,P1010,2,436.24,218.12,Not Returned,
TX1266,ORD1266,P1034,3,383.85,127.95,Not Returned,
TX1266,ORD1266,P1257,1,26.44,26.44,Not Returned,
TX1266,ORD1266,P1943,1,47.69,47.69,Not Returned,
TX1267,ORD1267,P1886,2,72.88,36.44,Not Returned,
TX1267,ORD1267,P1534,1,4.43,4.43,Not Returned,
TX1268,ORD1268,P1292,2,232.82,116.41,Not Returned,
TX1269,ORD1269,P1822,1,102.1,102.1,Not Returned,
TX1270,ORD1270,P1747,3,255.15,85.05,Returned,23-03-2025 06:16
TX1270,ORD1270,P1425,2,583.4,291.7,Not Returned,
TX1270,ORD1270,P1030,1,178.68,178.68,Not Returned,
TX1271,ORD1271,P1628,2,131.84,65.92,Returned,24-05-2025 00:03
TX1271,ORD1271,P1314,2,240.22,120.11,Not Returned,
TX1271,ORD1271,P1886,2,72.88,36.44,Not Returned,
TX1272,ORD1272,P1423,3,153.42,51.14,Not Returned,
TX1272,ORD1272,P1566,2,276.22,138.11,Not Returned,
TX1272,ORD1272,P1197,3,1299.42,433.14,Not Returned,
TX1273,ORD1273,P1095,1,45.71,45.71,Not Returned,
TX1273,ORD1273,P1492,3,383.61,127.87,Not Returned,
TX1273,ORD1273,P1230,2,416.28,208.14,Not Returned,
TX1274,ORD1274,P1821,1,85.26,85.26,Not Returned,
TX1274,ORD1274,P1404,1,18.73,18.73,Not Returned,
TX1275,ORD1275,P1512,3,258.57,86.19,Returned,19-03-2025 18:25
TX1275,ORD1275,P1115,3,79.56,26.52,Not Returned,
TX1275,ORD1275,P1844,3,104.79,34.93,Not Returned,
TX1276,ORD1276,P1802,1,27.63,27.63,Not Returned,
TX1276,ORD1276,P1253,1,170.04,170.04,Not Returned,
TX1277,ORD1277,P1205,1,117.68,117.68,Not Returned,
TX1278,ORD1278,P1957,2,103.48,51.74,Not Returned,
TX1279,ORD1279,P1563,2,135.42,67.71,Not Returned,
TX1280,ORD1280,P1682,3,607.14,202.38,Not Returned,
TX1281,ORD1281,P1521,1,221.03,221.03,Not Returned,
TX1282,ORD1282,P1119,3,47.13,15.71,Not Returned,
TX1283,ORD1283,P1999,1,14.46,14.46,Not Returned,
TX1283,ORD1283,P1901,1,93.19,93.19,Not Returned,
TX1283,ORD1283,P1550,1,154.27,154.27,Not Returned,
TX1284,ORD1284,P1213,1,113.67,113.67,Not Returned,
TX1284,ORD1284,P1829,3,77.76,25.92,Not Returned,
TX1285,ORD1285,P1630,1,100.89,100.89,Not Returned,
TX1285,ORD1285,P1292,2,232.82,116.41,Not Returned,
TX1286,ORD1286,P1709,2,252.94,126.47,Not Returned,
TX1286,ORD1286,P1176,1,49.21,49.21,Not Returned,
TX1286,ORD1286,P1269,2,49.74,24.87,Not Returned,
TX1287,ORD1287,P1541,3,46.14,15.38,Not Returned,
TX1287,ORD1287,P1281,1,126.1,126.1,Returned,29-05-2025 23:40
TX1287,ORD1287,P1752,3,111.48,37.16,Not Returned,
TX1288,ORD1288,P1959,1,48.2,48.2,Not Returned,
TX1288,ORD1288,P1889,3,288.33,96.11,Not Returned,
TX1289,ORD1289,P1895,2,220.06,110.03,Not Returned,
TX1290,ORD1290,P1302,2,225.8,112.9,Not Returned,
TX1290,ORD1290,P1073,3,64.53,21.51,Not Returned,
TX1291,ORD1291,P1947,2,24.14,12.07,Not Returned,
TX1291,ORD1291,P1553,1,16.48,16.48,Not Returned,
TX1292,ORD1292,P1802,3,82.89,27.63,Not Returned,
TX1292,ORD1292,P1261,3,900.51,300.17,Not Returned,
TX1293,ORD1293,P1143,2,159.4,79.7,Not Returned,
TX1293,ORD1293,P1358,2,108.62,54.31,Not Returned,
TX1293,ORD1293,P1133,1,121.1,121.1,Not Returned,
TX1294,ORD1294,P1043,3,1199.43,399.81,Not Returned,
TX1294,ORD1294,P1253,3,510.12,170.04,Not Returned,
TX1295,ORD1295,P1977,2,122.76,61.38,Not Returned,
TX1295,ORD1295,P1760,3,240.42,80.14,Not Returned,
TX1295,ORD1295,P1607,2,365.38,182.69,Not Returned,
TX1296,ORD1296,P1857,3,448.02,149.34,Not Returned,
TX1296,ORD1296,P1668,1,447.66,447.66,Not Returned,
TX1297,ORD1297,P1337,3,508.74,169.58,Not Returned,
TX1297,ORD1297,P1027,3,120.18,40.06,Returned,23-04-2025 10:27
TX1297,ORD1297,P1662,1,77.77,77.77,Not Returned,
TX1298,ORD1298,P1191,1,11.76,11.76,Not Returned,
TX1298,ORD1298,P1434,1,38.57,38.57,Not Returned,
TX1298,ORD1298,P1598,3,30.03,10.01,Not Returned,
TX1299,ORD1299,P1242,3,780.81,260.27,Not Returned,
TX1300,ORD1300,P1577,2,245.84,122.92,Not Returned,
TX1300,ORD1300,P1725,3,40.26,13.42,Returned,19-04-2025 00:29
TX1300,ORD1300,P1318,2,99.3,49.65,Returned,25-04-2025 00:29
TX1301,ORD1301,P1008,1,28.02,28.02,Not Returned,
TX1301,ORD1301,P1309,1,21.92,21.92,Not Returned,
TX1301,ORD1301,P1437,3,348.66,116.22,Not Returned,
TX1302,ORD1302,P1951,3,95.34,31.78,Not Returned,
TX1302,ORD1302,P1559,2,117.02,58.51,Not Returned,
TX1302,ORD1302,P1434,2,77.14,38.57,Not Returned,
TX1303,ORD1303,P1664,2,168.92,84.46,Not Returned,
TX1303,ORD1303,P1380,3,384.87,128.29,Not Returned,
TX1303,ORD1303,P1179,3,415.08,138.36,Not Returned,
TX1304,ORD1304,P1006,1,76.14,76.14,Not Returned,
TX1305,ORD1305,P1772,1,58.65,58.65,Returned,6/5/2025 5:34
TX1306,ORD1306,P1792,1,64.85,64.85,Returned,30-04-2025 12:54
TX1306,ORD1306,P1656,3,178.35,59.45,Not Returned,
TX1306,ORD1306,P1408,1,20.53,20.53,Not Returned,
TX1307,ORD1307,P1436,3,395.85,131.95,Not Returned,
TX1308,ORD1308,P1856,1,300.7,300.7,Not Returned,
TX1308,ORD1308,P1241,2,321.88,160.94,Not Returned,
TX1309,ORD1309,P1424,1,144.19,144.19,Returned,3/5/2025 9:14
TX1310,ORD1310,P1637,2,224.68,112.34,Not Returned,
TX1311,ORD1311,P1472,3,1425.96,475.32,Not Returned,
TX1311,ORD1311,P1921,3,44.28,14.76,Not Returned,
TX1312,ORD1312,P1323,2,92.78,46.39,Not Returned,
TX1312,ORD1312,P1586,2,392.14,196.07,Returned,26-04-2025 02:45
TX1312,ORD1312,P1957,1,51.74,51.74,Returned,28-04-2025 02:45
TX1313,ORD1313,P1350,3,124.65,41.55,Not Returned,
TX1313,ORD1313,P1060,3,540.78,180.26,Not Returned,
TX1314,ORD1314,P1643,1,58.41,58.41,Not Returned,
TX1314,ORD1314,P1582,1,97.85,97.85,Not Returned,
TX1314,ORD1314,P1728,3,88.08,29.36,Not Returned,
TX1315,ORD1315,P1133,3,363.3,121.1,Returned,28-05-2025 17:56
TX1315,ORD1315,P1627,3,98.1,32.7,Returned,4/6/2025 17:56
TX1316,ORD1316,P1142,1,115.49,115.49,Not Returned,
TX1316,ORD1316,P1877,1,256.56,256.56,Not Returned,
TX1317,ORD1317,P1057,3,87.42,29.14,Returned,30-04-2025 08:45
TX1317,ORD1317,P1406,2,29.3,14.65,Returned,29-04-2025 08:45
TX1317,ORD1317,P1526,1,36.56,36.56,Not Returned,
TX1318,ORD1318,P1619,1,32.44,32.44,Not Returned,
TX1319,ORD1319,P1212,2,183.68,91.84,Not Returned,
TX1319,ORD1319,P1273,1,198.84,198.84,Not Returned,
TX1320,ORD1320,P1874,2,156.02,78.01,Not Returned,
TX1320,ORD1320,P1784,1,261.7,261.7,Not Returned,
TX1321,ORD1321,P1621,2,878.68,439.34,Not Returned,
TX1322,ORD1322,P1908,3,347.7,115.9,Not Returned,
TX1322,ORD1322,P1334,3,192.51,64.17,Returned,13-05-2025 14:04
TX1323,ORD1323,P1625,2,158.62,79.31,Not Returned,
TX1323,ORD1323,P1276,2,65.98,32.99,Not Returned,
TX1324,ORD1324,P1021,1,67.75,67.75,Not Returned,
TX1325,ORD1325,P1870,1,85.16,85.16,Not Returned,
TX1326,ORD1326,P1818,3,150.24,50.08,Not Returned,
TX1326,ORD1326,P1156,3,76.23,25.41,Not Returned,
TX1326,ORD1326,P1599,2,885.52,442.76,Not Returned,
TX1327,ORD1327,P1887,2,929.18,464.59,Not Returned,
TX1328,ORD1328,P1042,1,22.95,22.95,Not Returned,
TX1328,ORD1328,P1900,2,115.18,57.59,Not Returned,
TX1328,ORD1328,P1541,3,46.14,15.38,Not Returned,
TX1329,ORD1329,P1897,3,116.16,38.72,Not Returned,
TX1329,ORD1329,P1298,1,128.59,128.59,Not Returned,
TX1329,ORD1329,P1367,2,209.4,104.7,Not Returned,
TX1330,ORD1330,P1543,2,212.96,106.48,Not Returned,
TX1331,ORD1331,P1379,2,10.2,5.1,Not Returned,
TX1332,ORD1332,P1832,2,289.28,144.64,Not Returned,
TX1332,ORD1332,P1703,3,66.12,22.04,Not Returned,
TX1333,ORD1333,P1077,3,698.04,232.68,Not Returned,
TX1334,ORD1334,P1684,1,45.41,45.41,Not Returned,
TX1335,ORD1335,P1879,1,293.96,293.96,Not Returned,
TX1335,ORD1335,P1241,3,482.82,160.94,Not Returned,
TX1336,ORD1336,P1841,1,136.68,136.68,Not Returned,
TX1336,ORD1336,P1210,2,261.6,130.8,Not Returned,
TX1336,ORD1336,P1669,2,816.08,408.04,Not Returned,
TX1337,ORD1337,P1153,2,695.06,347.53,Not Returned,
TX1337,ORD1337,P1692,1,66.69,66.69,Not Returned,
TX1338,ORD1338,P1699,1,4.54,4.54,Not Returned,
TX1338,ORD1338,P1960,2,122.56,61.28,Not Returned,
TX1338,ORD1338,P1876,1,73.33,73.33,Not Returned,
TX1339,ORD1339,P1278,1,70.34,70.34,Not Returned,
TX1340,ORD1340,P1164,1,22.92,22.92,Not Returned,
TX1341,ORD1341,P1102,2,100.96,50.48,Not Returned,
TX1341,ORD1341,P1895,3,330.09,110.03,Not Returned,
TX1342,ORD1342,P1144,1,28.47,28.47,Not Returned,
TX1342,ORD1342,P1289,2,99.7,49.85,Not Returned,
TX1343,ORD1343,P1341,1,105.77,105.77,Returned,10/5/2025 6:04
TX1343,ORD1343,P1002,3,131.46,43.82,Not Returned,
TX1344,ORD1344,P1488,1,98.88,98.88,Not Returned,
TX1344,ORD1344,P1524,3,319.32,106.44,Not Returned,
TX1344,ORD1344,P1926,3,128.67,42.89,Not Returned,
TX1345,ORD1345,P1788,1,135.16,135.16,Returned,8/5/2025 12:49
TX1345,ORD1345,P1932,3,129.6,43.2,Not Returned,
TX1345,ORD1345,P1257,1,26.44,26.44,Not Returned,
TX1346,ORD1346,P1611,2,163.74,81.87,Not Returned,
TX1346,ORD1346,P1514,1,125.45,125.45,Not Returned,
TX1347,ORD1347,P1443,3,422.37,140.79,Returned,24-03-2025 06:51
TX1348,ORD1348,P1128,3,31.08,10.36,Not Returned,
TX1348,ORD1348,P1788,2,270.32,135.16,Not Returned,
TX1349,ORD1349,P1072,1,98.28,98.28,Not Returned,
TX1350,ORD1350,P1753,3,206.82,68.94,Not Returned,
TX1351,ORD1351,P1217,3,236.28,78.76,Not Returned,
TX1351,ORD1351,P1013,1,39.7,39.7,Not Returned,
TX1352,ORD1352,P1963,3,215.79,71.93,Not Returned,
TX1352,ORD1352,P1849,1,115.49,115.49,Returned,17-04-2025 02:48
TX1352,ORD1352,P1040,2,174.56,87.28,Not Returned,
TX1353,ORD1353,P1928,1,9.16,9.16,Not Returned,
TX1353,ORD1353,P1975,1,63.57,63.57,Not Returned,
TX1354,ORD1354,P1086,3,266.55,88.85,Not Returned,
TX1354,ORD1354,P1521,3,663.09,221.03,Returned,17-03-2025 02:13
TX1355,ORD1355,P1015,1,43.08,43.08,Not Returned,
TX1355,ORD1355,P1174,1,136.57,136.57,Not Returned,
TX1355,ORD1355,P1278,2,140.68,70.34,Not Returned,
TX1356,ORD1356,P1049,3,38.04,12.68,Not Returned,
TX1357,ORD1357,P1173,2,277.04,138.52,Returned,1/6/2025 16:21
TX1357,ORD1357,P1246,2,221.82,110.91,Not Returned,
TX1358,ORD1358,P1397,2,133.04,66.52,Not Returned,
TX1358,ORD1358,P1412,1,204.45,204.45,Not Returned,
TX1359,ORD1359,P1198,2,428.96,214.48,Not Returned,
TX1360,ORD1360,P1472,1,475.32,475.32,Not Returned,
TX1361,ORD1361,P1989,1,17.19,17.19,Not Returned,
TX1361,ORD1361,P1178,1,27.77,27.77,Not Returned,
TX1361,ORD1361,P1671,1,21.39,21.39,Not Returned,
TX1362,ORD1362,P1161,3,116.37,38.79,Not Returned,
TX1362,ORD1362,P1474,3,154.29,51.43,Not Returned,
TX1362,ORD1362,P1742,2,220.88,110.44,Not Returned,
TX1363,ORD1363,P1477,1,68.21,68.21,Returned,28-03-2025 08:49
TX1363,ORD1363,P1558,1,429.42,429.42,Not Returned,
TX1364,ORD1364,P1291,1,15.48,15.48,Not Returned,
TX1364,ORD1364,P1845,1,31,31,Not Returned,
TX1364,ORD1364,P1744,3,1049.97,349.99,Returned,28-03-2025 02:47
TX1365,ORD1365,P1471,2,194.8,97.4,Not Returned,
TX1365,ORD1365,P1387,3,91.5,30.5,Not Returned,
TX1366,ORD1366,P1281,2,252.2,126.1,Not Returned,
TX1366,ORD1366,P1954,3,142.71,47.57,Not Returned,
TX1367,ORD1367,P1887,1,464.59,464.59,Not Returned,
TX1367,ORD1367,P1126,2,245.64,122.82,Not Returned,
TX1368,ORD1368,P1326,2,245,122.5,Not Returned,
TX1368,ORD1368,P1320,3,162.42,54.14,Not Returned,
TX1368,ORD1368,P1614,2,326.7,163.35,Not Returned,
TX1369,ORD1369,P1275,1,64.56,64.56,Not Returned,
TX1370,ORD1370,P1547,3,91.68,30.56,Not Returned,
TX1370,ORD1370,P1895,3,330.09,110.03,Returned,17-04-2025 13:25
TX1370,ORD1370,P1417,2,149.6,74.8,Not Returned,
TX1371,ORD1371,P1481,1,131.76,131.76,Not Returned,
TX1372,ORD1372,P1821,1,85.26,85.26,Returned,26-03-2025 06:10
TX1373,ORD1373,P1835,2,24.28,12.14,Not Returned,
TX1374,ORD1374,P1111,1,112.8,112.8,Returned,7/5/2025 9:44
TX1374,ORD1374,P1908,3,347.7,115.9,Not Returned,
TX1374,ORD1374,P1517,1,90.11,90.11,Not Returned,
TX1375,ORD1375,P1362,1,77.06,77.06,Not Returned,
TX1376,ORD1376,P1738,1,20.4,20.4,Not Returned,
TX1376,ORD1376,P1811,3,145.92,48.64,Not Returned,
TX1377,ORD1377,P1708,1,439.17,439.17,Not Returned,
TX1378,ORD1378,P1056,2,432.98,216.49,Not Returned,
TX1378,ORD1378,P1597,3,138.99,46.33,Returned,30-04-2025 15:06
TX1378,ORD1378,P1290,1,47.19,47.19,Not Returned,
TX1379,ORD1379,P1910,2,87.9,43.95,Not Returned,
TX1379,ORD1379,P1656,2,118.9,59.45,Not Returned,
TX1379,ORD1379,P1439,2,147.98,73.99,Not Returned,
TX1380,ORD1380,P1134,2,46.34,23.17,Not Returned,
TX1380,ORD1380,P1379,2,10.2,5.1,Not Returned,
TX1380,ORD1380,P1574,1,78,78,Not Returned,
TX1381,ORD1381,P1145,3,97.08,32.36,Not Returned,
TX1381,ORD1381,P1149,3,114.78,38.26,Not Returned,
TX1381,ORD1381,P1550,2,308.54,154.27,Not Returned,
TX1382,ORD1382,P1122,3,445.08,148.36,Not Returned,
TX1382,ORD1382,P1542,3,1348.56,449.52,Not Returned,
TX1383,ORD1383,P1673,2,50.02,25.01,Not Returned,
TX1383,ORD1383,P1342,1,103.47,103.47,Returned,25-03-2025 00:42
TX1384,ORD1384,P1453,1,67.56,67.56,Not Returned,
TX1385,ORD1385,P1512,1,86.19,86.19,Not Returned,
TX1386,ORD1386,P1526,1,36.56,36.56,Not Returned,
TX1386,ORD1386,P1146,2,56.96,28.48,Not Returned,
TX1386,ORD1386,P1537,2,85.52,42.76,Not Returned,
TX1387,ORD1387,P1396,3,119.97,39.99,Not Returned,
TX1387,ORD1387,P1975,1,63.57,63.57,Not Returned,
TX1388,ORD1388,P1498,2,31.72,15.86,Not Returned,
TX1388,ORD1388,P1562,1,156.76,156.76,Not Returned,
TX1389,ORD1389,P1130,2,8.6,4.3,Not Returned,
TX1389,ORD1389,P1870,2,170.32,85.16,Not Returned,
TX1389,ORD1389,P1336,1,190.61,190.61,Not Returned,
TX1390,ORD1390,P1718,3,196.65,65.55,Not Returned,
TX1391,ORD1391,P1884,3,263.61,87.87,Not Returned,
TX1392,ORD1392,P1819,3,1369.2,456.4,Not Returned,
TX1392,ORD1392,P1221,3,1198.26,399.42,Returned,16-05-2025 01:20
TX1393,ORD1393,P1707,2,76.4,38.2,Not Returned,
TX1394,ORD1394,P1295,2,251.24,125.62,Not Returned,
TX1394,ORD1394,P1248,2,71.04,35.52,Not Returned,
TX1395,ORD1395,P1942,2,277.92,138.96,Returned,5/5/2025 6:20
TX1396,ORD1396,P1919,1,39.24,39.24,Not Returned,
TX1396,ORD1396,P1675,1,111.46,111.46,Not Returned,
TX1397,ORD1397,P1036,2,144.82,72.41,Not Returned,
TX1397,ORD1397,P1694,3,10.56,3.52,Not Returned,
TX1397,ORD1397,P1262,3,946.56,315.52,Not Returned,
TX1398,ORD1398,P1374,2,117.9,58.95,Not Returned,
TX1399,ORD1399,P1944,1,3.86,3.86,Not Returned,
TX1399,ORD1399,P1273,2,397.68,198.84,Not Returned,
TX1400,ORD1400,P1278,1,70.34,70.34,Not Returned,
TX1400,ORD1400,P1861,3,411.06,137.02,Not Returned,
TX1401,ORD1401,P1154,2,120.98,60.49,Not Returned,
TX1401,ORD1401,P1146,2,56.96,28.48,Returned,23-03-2025 08:05
TX1402,ORD1402,P1297,1,71.15,71.15,Not Returned,
TX1403,ORD1403,P1715,3,113.49,37.83,Not Returned,
TX1403,ORD1403,P1444,3,152.19,50.73,Not Returned,
TX1404,ORD1404,P1745,3,351.03,117.01,Not Returned,
TX1404,ORD1404,P1940,2,148.66,74.33,Not Returned,
TX1405,ORD1405,P1038,2,111.4,55.7,Returned,1/4/2025 1:38
TX1405,ORD1405,P1944,1,3.86,3.86,Returned,6/4/2025 1:38
TX1405,ORD1405,P1390,2,247.7,123.85,Not Returned,
TX1406,ORD1406,P1999,1,14.46,14.46,Not Returned,
TX1406,ORD1406,P1052,3,267.93,89.31,Not Returned,
TX1407,ORD1407,P1575,3,141.39,47.13,Returned,23-04-2025 14:11
TX1408,ORD1408,P1725,2,26.84,13.42,Not Returned,
TX1408,ORD1408,P1734,2,167.62,83.81,Not Returned,
TX1408,ORD1408,P1642,1,16.36,16.36,Not Returned,
TX1409,ORD1409,P1068,2,40.24,20.12,Not Returned,
TX1410,ORD1410,P1925,2,191.34,95.67,Returned,27-05-2025 22:43
TX1410,ORD1410,P1013,1,39.7,39.7,Not Returned,
TX1410,ORD1410,P1463,3,405.45,135.15,Not Returned,
TX1411,ORD1411,P1161,2,77.58,38.79,Not Returned,
TX1412,ORD1412,P1796,2,664.6,332.3,Not Returned,
TX1412,ORD1412,P1069,2,131.86,65.93,Not Returned,
TX1412,ORD1412,P1480,2,185.62,92.81,Not Returned,
TX1413,ORD1413,P1075,3,129.6,43.2,Not Returned,
TX1413,ORD1413,P1162,1,89.69,89.69,Not Returned,
TX1414,ORD1414,P1514,3,376.35,125.45,Not Returned,
TX1415,ORD1415,P1556,2,196.34,98.17,Not Returned,
TX1416,ORD1416,P1102,2,100.96,50.48,Not Returned,
TX1417,ORD1417,P1801,2,113.78,56.89,Not Returned,
TX1418,ORD1418,P1106,1,84.66,84.66,Not Returned,
TX1419,ORD1419,P1173,2,277.04,138.52,Not Returned,
TX1419,ORD1419,P1033,2,56.12,28.06,Not Returned,
TX1419,ORD1419,P1070,3,350.88,116.96,Not Returned,
TX1420,ORD1420,P1749,3,179.01,59.67,Not Returned,
TX1420,ORD1420,P1099,2,910.9,455.45,Not Returned,
TX1421,ORD1421,P1425,3,875.1,291.7,Not Returned,
TX1421,ORD1421,P1854,2,62.04,31.02,Not Returned,
