transaction_id,order_id,product_id,quantity,total_product_price,Unit_price,discount_code_used,discount_value,shipping_cost,total_payable,return_stat,return_date,Order_date,Total_order_amount
TX1258,ORD1258,P1358,3,162.93,54.31,Yes,31.62,24.11,155.42,Not Returned,,03-04-2025,155.42
TX1258,ORD1258,P1483,3,946.29,315.43,Yes,96.71,13.66,863.24,Not Returned,,03-04-2025,863.24
TX1259,ORD1259,P1496,1,174.11,174.11,No,0,4.61,178.72,Not Returned,,08-03-2025,178.72
TX1259,ORD1259,P1611,1,81.87,81.87,No,0,10.39,92.26,Not Returned,,08-03-2025,92.26
TX1260,ORD1260,P1595,1,478.43,478.43,Yes,112.91,1.34,366.86,Not Returned,,21-03-2025,366.86
TX1260,ORD1260,P1651,3,397.35,132.45,No,0,11.24,408.59,Not Returned,,21-03-2025,408.59
TX1261,ORD1261,P1716,3,203.52,67.84,No,0,18.59,222.11,Not Returned,,01-05-2025,222.11
TX1261,ORD1261,P1290,1,47.19,47.19,Yes,12.81,1.16,35.54,Not Returned,,01-05-2025,35.54
TX1261,ORD1261,P1798,2,465.86,232.93,Yes,110.21,3.57,359.22,Not Returned,,01-05-2025,359.22
TX1262,ORD1262,P1180,2,218.78,109.39,Yes,52.43,9.53,175.88,Returned,25-05-2025 09:50,21-05-2025,9.53
TX1262,ORD1262,P1177,3,350.07,116.69,Yes,59.51,10.46,301.02,Not Returned,,21-05-2025,301.02
TX1262,ORD1262,P1899,2,294.66,147.33,No,0,17.83,312.49,Not Returned,,21-05-2025,312.49
TX1263,ORD1263,P1197,1,433.14,433.14,Yes,99.67,23.43,356.9,Not Returned,,15-04-2025,356.9
TX1263,ORD1263,P1155,1,14.49,14.49,No,0,3.66,18.15,Not Returned,,15-04-2025,18.15
TX1263,ORD1263,P1082,1,35.18,35.18,No,0,5.34,40.52,Not Returned,,15-04-2025,40.52
TX1264,ORD1264,P1941,2,142.02,71.01,Yes,32.49,7.52,117.05,Not Returned,,31-05-2025,117.05
TX1264,ORD1264,P1740,1,194.97,194.97,No,0,10.37,205.34,Not Returned,,31-05-2025,205.34
TX1264,ORD1264,P1961,2,62.28,31.14,No,0,7.64,69.92,Returned,05-06-2025 19:44,31-05-2025,7.64
TX1265,ORD1265,P1787,1,29.46,29.46,No,0,24.3,53.76,Not Returned,,22-04-2025,53.76
TX1265,ORD1265,P1010,2,436.24,218.12,Yes,101.7,13.84,348.38,Not Returned,,22-04-2025,348.38
TX1266,ORD1266,P1034,3,383.85,127.95,No,0,10.73,394.58,Not Returned,,30-04-2025,394.58
TX1266,ORD1266,P1257,1,26.44,26.44,Yes,7.79,3.97,22.62,Not Returned,,30-04-2025,22.62
TX1266,ORD1266,P1943,1,47.69,47.69,No,0,23.22,70.91,Not Returned,,30-04-2025,70.91
TX1267,ORD1267,P1886,2,72.88,36.44,No,0,0.11,72.99,Not Returned,,14-05-2025,72.99
TX1267,ORD1267,P1534,1,4.43,4.43,No,0,23.91,28.34,Not Returned,,14-05-2025,28.34
TX1268,ORD1268,P1292,2,232.82,116.41,No,0,22.42,255.24,Not Returned,,25-04-2025,255.24
TX1269,ORD1269,P1822,1,102.1,102.1,No,0,0.6,102.7,Not Returned,,21-04-2025,102.7
TX1270,ORD1270,P1747,3,255.15,85.05,No,0,16.59,271.74,Returned,23-03-2025 06:16,16-03-2025,16.59
TX1270,ORD1270,P1425,2,583.4,291.7,Yes,62.56,0.71,521.55,Not Returned,,16-03-2025,521.55
TX1270,ORD1270,P1030,1,178.68,178.68,Yes,36.2,23.04,165.52,Not Returned,,16-03-2025,165.52
TX1271,ORD1271,P1628,2,131.84,65.92,No,0,10.18,142.02,Returned,24-05-2025 00:03,17-05-2025,10.18
TX1271,ORD1271,P1314,2,240.22,120.11,No,0,17.89,258.11,Not Returned,,17-05-2025,258.11
TX1271,ORD1271,P1886,2,72.88,36.44,No,0,13.26,86.14,Not Returned,,17-05-2025,86.14
TX1272,ORD1272,P1423,3,153.42,51.14,No,0,16.86,170.28,Not Returned,,28-03-2025,170.28
TX1272,ORD1272,P1566,2,276.22,138.11,Yes,65.08,4.34,215.48,Not Returned,,28-03-2025,215.48
TX1272,ORD1272,P1197,3,1299.42,433.14,Yes,253.64,1.19,1046.97,Not Returned,,28-03-2025,1046.97
TX1273,ORD1273,P1095,1,45.71,45.71,No,0,16.28,61.99,Not Returned,,25-04-2025,61.99
TX1273,ORD1273,P1492,3,383.61,127.87,No,0,2.98,386.59,Not Returned,,25-04-2025,386.59
TX1273,ORD1273,P1230,2,416.28,208.14,Yes,113.35,10.5,313.43,Not Returned,,25-04-2025,313.43
TX1274,ORD1274,P1821,1,85.26,85.26,Yes,14.49,22.52,93.29,Not Returned,,24-05-2025,93.29
TX1274,ORD1274,P1404,1,18.73,18.73,No,0,13.25,31.98,Not Returned,,24-05-2025,31.98
TX1275,ORD1275,P1512,3,258.57,86.19,No,0,14.64,273.21,Returned,19-03-2025 18:25,11-03-2025,14.64
TX1275,ORD1275,P1115,3,79.56,26.52,No,0,15.74,95.3,Not Returned,,11-03-2025,95.3
TX1275,ORD1275,P1844,3,104.79,34.93,Yes,26.97,9.33,87.15,Not Returned,,11-03-2025,87.15
TX1276,ORD1276,P1802,1,27.63,27.63,Yes,4.19,12.84,36.28,Not Returned,,22-05-2025,36.28
TX1276,ORD1276,P1253,1,170.04,170.04,Yes,50.22,4.24,124.06,Not Returned,,22-05-2025,124.06
TX1277,ORD1277,P1205,1,117.68,117.68,No,0,4.63,122.31,Not Returned,,22-05-2025,122.31
TX1278,ORD1278,P1957,2,103.48,51.74,No,0,10.25,113.73,Not Returned,,26-04-2025,113.73
TX1279,ORD1279,P1563,2,135.42,67.71,No,0,14.75,150.17,Not Returned,,13-05-2025,150.17
TX1280,ORD1280,P1682,3,607.14,202.38,No,0,23.38,630.52,Not Returned,,31-05-2025,630.52
TX1281,ORD1281,P1521,1,221.03,221.03,No,0,11.87,232.9,Not Returned,,23-03-2025,232.9
TX1282,ORD1282,P1119,3,47.13,15.71,No,0,18.32,65.45,Not Returned,,12-04-2025,65.45
TX1283,ORD1283,P1999,1,14.46,14.46,Yes,1.6,2.58,15.44,Not Returned,,26-03-2025,15.44
TX1283,ORD1283,P1901,1,93.19,93.19,No,0,24.05,117.24,Not Returned,,26-03-2025,117.24
TX1283,ORD1283,P1550,1,154.27,154.27,Yes,34.98,16.42,135.71,Not Returned,,26-03-2025,135.71
TX1284,ORD1284,P1213,1,113.67,113.67,Yes,16.91,11.62,108.38,Not Returned,,05-05-2025,108.38
TX1284,ORD1284,P1829,3,77.76,25.92,No,0,14.87,92.63,Not Returned,,05-05-2025,92.63
TX1285,ORD1285,P1630,1,100.89,100.89,No,0,7.57,108.46,Not Returned,,02-05-2025,108.46
TX1285,ORD1285,P1292,2,232.82,116.41,Yes,51.39,3.28,184.71,Not Returned,,02-05-2025,184.71
TX1286,ORD1286,P1709,2,252.94,126.47,No,0,22.12,275.06,Not Returned,,05-04-2025,275.06
TX1286,ORD1286,P1176,1,49.21,49.21,No,0,4.54,53.75,Not Returned,,05-04-2025,53.75
TX1286,ORD1286,P1269,2,49.74,24.87,Yes,6.75,2.63,45.62,Not Returned,,05-04-2025,45.62
TX1287,ORD1287,P1541,3,46.14,15.38,No,0,14.98,61.12,Not Returned,,19-05-2025,61.12
TX1287,ORD1287,P1281,1,126.1,126.1,Yes,32.68,12.12,105.54,Returned,29-05-2025 23:40,19-05-2025,12.12
TX1287,ORD1287,P1752,3,111.48,37.16,No,0,20.97,132.45,Not Returned,,19-05-2025,132.45
TX1288,ORD1288,P1959,1,48.2,48.2,No,0,0.45,48.65,Not Returned,,13-03-2025,48.65
TX1288,ORD1288,P1889,3,288.33,96.11,Yes,84.63,21.49,225.19,Not Returned,,13-03-2025,225.19
TX1289,ORD1289,P1895,2,220.06,110.03,No,0,13.8,233.86,Not Returned,,25-05-2025,233.86
TX1290,ORD1290,P1302,2,225.8,112.9,Yes,41.24,21.21,205.77,Not Returned,,24-05-2025,205.77
TX1290,ORD1290,P1073,3,64.53,21.51,No,0,14.85,79.38,Not Returned,,24-05-2025,79.38
TX1291,ORD1291,P1947,2,24.14,12.07,No,0,15.33,39.47,Not Returned,,28-05-2025,39.47
TX1291,ORD1291,P1553,1,16.48,16.48,Yes,2.61,2.85,16.72,Not Returned,,28-05-2025,16.72
TX1292,ORD1292,P1802,3,82.89,27.63,Yes,9.86,8.72,81.75,Not Returned,,30-05-2025,81.75
TX1292,ORD1292,P1261,3,900.51,300.17,Yes,209.81,22.37,713.07,Not Returned,,30-05-2025,713.07
TX1293,ORD1293,P1143,2,159.4,79.7,Yes,24.73,22.55,157.22,Not Returned,,19-05-2025,157.22
TX1293,ORD1293,P1358,2,108.62,54.31,No,0,15.32,123.94,Not Returned,,19-05-2025,123.94
TX1293,ORD1293,P1133,1,121.1,121.1,No,0,23.75,144.85,Not Returned,,19-05-2025,144.85
TX1294,ORD1294,P1043,3,1199.43,399.81,Yes,356.15,7.52,850.8,Not Returned,,02-05-2025,850.8
TX1294,ORD1294,P1253,3,510.12,170.04,No,0,9.25,519.37,Not Returned,,02-05-2025,519.37
TX1295,ORD1295,P1977,2,122.76,61.38,Yes,25.97,8.4,105.19,Not Returned,,10-04-2025,105.19
TX1295,ORD1295,P1760,3,240.42,80.14,No,0,7.83,248.25,Not Returned,,10-04-2025,248.25
TX1295,ORD1295,P1607,2,365.38,182.69,Yes,62,5.93,309.31,Not Returned,,10-04-2025,309.31
TX1296,ORD1296,P1857,3,448.02,149.34,No,0,7.19,455.21,Not Returned,,27-03-2025,455.21
TX1296,ORD1296,P1668,1,447.66,447.66,Yes,98.77,14.07,362.96,Not Returned,,27-03-2025,362.96
TX1297,ORD1297,P1337,3,508.74,169.58,No,0,15.14,523.88,Not Returned,,18-04-2025,523.88
TX1297,ORD1297,P1027,3,120.18,40.06,No,0,22.32,142.5,Returned,23-04-2025 10:27,18-04-2025,22.32
TX1297,ORD1297,P1662,1,77.77,77.77,Yes,21.15,10.69,67.31,Not Returned,,18-04-2025,67.31
TX1298,ORD1298,P1191,1,11.76,11.76,No,0,2.13,13.89,Not Returned,,22-03-2025,13.89
TX1298,ORD1298,P1434,1,38.57,38.57,Yes,11.53,19.7,46.74,Not Returned,,22-03-2025,46.74
TX1298,ORD1298,P1598,3,30.03,10.01,Yes,7.83,6.63,28.83,Not Returned,,22-03-2025,28.83
TX1299,ORD1299,P1242,3,780.81,260.27,No,0,23.72,804.53,Not Returned,,16-05-2025,804.53
TX1300,ORD1300,P1577,2,245.84,122.92,No,0,23.36,269.2,Not Returned,,18-04-2025,269.2
TX1300,ORD1300,P1725,3,40.26,13.42,Yes,9.46,8.61,39.41,Returned,19-04-2025 00:29,18-04-2025,8.61
TX1300,ORD1300,P1318,2,99.3,49.65,Yes,12.79,16.44,102.95,Returned,25-04-2025 00:29,18-04-2025,16.44
TX1301,ORD1301,P1008,1,28.02,28.02,No,0,1.75,29.77,Not Returned,,15-03-2025,29.77
TX1301,ORD1301,P1309,1,21.92,21.92,Yes,3.27,9.21,27.86,Not Returned,,15-03-2025,27.86
TX1301,ORD1301,P1437,3,348.66,116.22,Yes,86.01,20.38,283.03,Not Returned,,15-03-2025,283.03
TX1302,ORD1302,P1951,3,95.34,31.78,No,0,1.72,97.06,Not Returned,,09-04-2025,97.06
TX1302,ORD1302,P1559,2,117.02,58.51,Yes,14.3,18.19,120.91,Not Returned,,09-04-2025,120.91
TX1302,ORD1302,P1434,2,77.14,38.57,No,0,9.7,86.84,Not Returned,,09-04-2025,86.84
TX1303,ORD1303,P1664,2,168.92,84.46,Yes,43.51,3.73,129.14,Not Returned,,08-04-2025,129.14
TX1303,ORD1303,P1380,3,384.87,128.29,No,0,12,396.87,Not Returned,,08-04-2025,396.87
TX1303,ORD1303,P1179,3,415.08,138.36,Yes,78.09,1.61,338.6,Not Returned,,08-04-2025,338.6
TX1304,ORD1304,P1006,1,76.14,76.14,No,0,5.83,81.97,Not Returned,,11-04-2025,81.97
TX1305,ORD1305,P1772,1,58.65,58.65,Yes,15.65,7.74,50.74,Returned,06-05-2025 05:34,28-04-2025,7.74
TX1306,ORD1306,P1792,1,64.85,64.85,Yes,17.07,17.65,65.43,Returned,30-04-2025 12:54,24-04-2025,17.65
TX1306,ORD1306,P1656,3,178.35,59.45,Yes,33.25,13.43,158.53,Not Returned,,24-04-2025,158.53
TX1306,ORD1306,P1408,1,20.53,20.53,Yes,3.34,2.36,19.55,Not Returned,,24-04-2025,19.55
TX1307,ORD1307,P1436,3,395.85,131.95,Yes,105.42,19.61,310.04,Not Returned,,01-06-2025,310.04
TX1308,ORD1308,P1856,1,300.7,300.7,No,0,21.53,322.23,Not Returned,,25-05-2025,322.23
TX1308,ORD1308,P1241,2,321.88,160.94,No,0,8.38,330.26,Not Returned,,25-05-2025,330.26
TX1309,ORD1309,P1424,1,144.19,144.19,No,0,21.23,165.42,Returned,03-05-2025 09:14,01-05-2025,21.23
TX1310,ORD1310,P1637,2,224.68,112.34,No,0,2.61,227.29,Not Returned,,02-04-2025,227.29
TX1311,ORD1311,P1472,3,1425.96,475.32,No,0,4.25,1430.21,Not Returned,,02-04-2025,1430.21
TX1311,ORD1311,P1921,3,44.28,14.76,Yes,9.89,18.53,52.92,Not Returned,,02-04-2025,52.92
TX1312,ORD1312,P1323,2,92.78,46.39,No,0,25,117.78,Not Returned,,19-04-2025,117.78
TX1312,ORD1312,P1586,2,392.14,196.07,No,0,14.7,406.84,Returned,26-04-2025 02:45,19-04-2025,14.7
TX1312,ORD1312,P1957,1,51.74,51.74,Yes,13.84,10.88,48.78,Returned,28-04-2025 02:45,19-04-2025,10.88
TX1313,ORD1313,P1350,3,124.65,41.55,No,0,4.62,129.27,Not Returned,,04-05-2025,129.27
TX1313,ORD1313,P1060,3,540.78,180.26,No,0,11.57,552.35,Not Returned,,04-05-2025,552.35
TX1314,ORD1314,P1643,1,58.41,58.41,No,0,1.81,60.22,Not Returned,,18-05-2025,60.22
TX1314,ORD1314,P1582,1,97.85,97.85,Yes,15.48,13.14,95.51,Not Returned,,18-05-2025,95.51
TX1314,ORD1314,P1728,3,88.08,29.36,No,0,9.08,97.16,Not Returned,,18-05-2025,97.16
TX1315,ORD1315,P1133,3,363.3,121.1,Yes,37.45,13.21,339.06,Returned,28-05-2025 17:56,27-05-2025,13.21
TX1315,ORD1315,P1627,3,98.1,32.7,Yes,22.27,10.18,86.01,Returned,04-06-2025 17:56,27-05-2025,10.18
TX1316,ORD1316,P1142,1,115.49,115.49,No,0,12.73,128.22,Not Returned,,27-04-2025,128.22
TX1316,ORD1316,P1877,1,256.56,256.56,Yes,30.57,6.77,232.76,Not Returned,,27-04-2025,232.76
TX1317,ORD1317,P1057,3,87.42,29.14,Yes,23.54,22.58,86.46,Returned,30-04-2025 08:45,28-04-2025,22.58
TX1317,ORD1317,P1406,2,29.3,14.65,No,0,17.63,46.93,Returned,29-04-2025 08:45,28-04-2025,17.63
TX1317,ORD1317,P1526,1,36.56,36.56,No,0,6.26,42.82,Not Returned,,28-04-2025,42.82
TX1318,ORD1318,P1619,1,32.44,32.44,Yes,3.64,15.37,44.17,Not Returned,,11-04-2025,44.17
TX1319,ORD1319,P1212,2,183.68,91.84,Yes,32.55,16.87,168,Not Returned,,08-03-2025,168
TX1319,ORD1319,P1273,1,198.84,198.84,Yes,36.92,16.76,178.68,Not Returned,,08-03-2025,178.68
TX1320,ORD1320,P1874,2,156.02,78.01,Yes,31.35,8.24,132.91,Not Returned,,12-03-2025,132.91
TX1320,ORD1320,P1784,1,261.7,261.7,Yes,63.26,9.44,207.88,Not Returned,,12-03-2025,207.88
TX1321,ORD1321,P1621,2,878.68,439.34,Yes,162.02,9.43,726.09,Not Returned,,02-04-2025,726.09
TX1322,ORD1322,P1908,3,347.7,115.9,Yes,44.66,12.94,315.98,Not Returned,,10-05-2025,315.98
TX1322,ORD1322,P1334,3,192.51,64.17,No,0,13.97,206.48,Returned,13-05-2025 14:04,10-05-2025,13.97
TX1323,ORD1323,P1625,2,158.62,79.31,Yes,21.52,20.46,157.56,Not Returned,,29-03-2025,157.56
TX1323,ORD1323,P1276,2,65.98,32.99,Yes,16.25,23.1,72.83,Not Returned,,29-03-2025,72.83
TX1324,ORD1324,P1021,1,67.75,67.75,No,0,24.07,91.82,Not Returned,,28-04-2025,91.82
TX1325,ORD1325,P1870,1,85.16,85.16,Yes,22.86,23.25,85.55,Not Returned,,26-03-2025,85.55
TX1326,ORD1326,P1818,3,150.24,50.08,Yes,30.88,14.41,133.77,Not Returned,,17-05-2025,133.77
TX1326,ORD1326,P1156,3,76.23,25.41,No,0,6.07,82.3,Not Returned,,17-05-2025,82.3
TX1326,ORD1326,P1599,2,885.52,442.76,Yes,90.39,23.06,818.19,Not Returned,,17-05-2025,818.19
TX1327,ORD1327,P1887,2,929.18,464.59,No,0,13.73,942.91,Not Returned,,13-03-2025,942.91
TX1328,ORD1328,P1042,1,22.95,22.95,No,0,6.44,29.39,Not Returned,,05-05-2025,29.39
TX1328,ORD1328,P1900,2,115.18,57.59,No,0,22.2,137.38,Not Returned,,05-05-2025,137.38
TX1328,ORD1328,P1541,3,46.14,15.38,Yes,4.72,8.31,49.73,Not Returned,,05-05-2025,49.73
TX1329,ORD1329,P1897,3,116.16,38.72,No,0,4.09,120.25,Not Returned,,22-05-2025,120.25
TX1329,ORD1329,P1298,1,128.59,128.59,Yes,32.2,7.21,103.6,Not Returned,,22-05-2025,103.6
TX1329,ORD1329,P1367,2,209.4,104.7,No,0,21.07,230.47,Not Returned,,22-05-2025,230.47
TX1330,ORD1330,P1543,2,212.96,106.48,Yes,49.81,0.43,163.58,Not Returned,,21-04-2025,163.58
TX1331,ORD1331,P1379,2,10.2,5.1,Yes,1.77,3.63,12.06,Not Returned,,18-04-2025,12.06
TX1332,ORD1332,P1832,2,289.28,144.64,No,0,15.33,304.61,Not Returned,,27-05-2025,304.61
TX1332,ORD1332,P1703,3,66.12,22.04,No,0,10.71,76.83,Not Returned,,27-05-2025,76.83
TX1333,ORD1333,P1077,3,698.04,232.68,No,0,21.67,719.71,Not Returned,,16-04-2025,719.71
TX1334,ORD1334,P1684,1,45.41,45.41,Yes,13.6,2.3,34.11,Not Returned,,28-04-2025,34.11
TX1335,ORD1335,P1879,1,293.96,293.96,Yes,29.85,2.03,266.14,Not Returned,,05-05-2025,266.14
TX1335,ORD1335,P1241,3,482.82,160.94,No,0,4.44,487.26,Not Returned,,05-05-2025,487.26
TX1336,ORD1336,P1841,1,136.68,136.68,Yes,26.5,19.7,129.88,Not Returned,,28-03-2025,129.88
TX1336,ORD1336,P1210,2,261.6,130.8,No,0,10.68,272.28,Not Returned,,28-03-2025,272.28
TX1336,ORD1336,P1669,2,816.08,408.04,No,0,12.05,828.13,Not Returned,,28-03-2025,828.13
TX1337,ORD1337,P1153,2,695.06,347.53,No,0,18.97,714.03,Not Returned,,18-05-2025,714.03
TX1337,ORD1337,P1692,1,66.69,66.69,No,0,22.99,89.68,Not Returned,,18-05-2025,89.68
TX1338,ORD1338,P1699,1,4.54,4.54,No,0,22.71,27.25,Not Returned,,09-03-2025,27.25
TX1338,ORD1338,P1960,2,122.56,61.28,No,0,12.79,135.35,Not Returned,,09-03-2025,135.35
TX1338,ORD1338,P1876,1,73.33,73.33,No,0,22.28,95.61,Not Returned,,09-03-2025,95.61
TX1339,ORD1339,P1278,1,70.34,70.34,No,0,22.74,93.08,Not Returned,,23-04-2025,93.08
TX1340,ORD1340,P1164,1,22.92,22.92,Yes,2.35,19.45,40.02,Not Returned,,13-03-2025,40.02
TX1341,ORD1341,P1102,2,100.96,50.48,No,0,0.6,101.56,Not Returned,,25-05-2025,101.56
TX1341,ORD1341,P1895,3,330.09,110.03,Yes,96.21,2.31,236.19,Not Returned,,25-05-2025,236.19
TX1342,ORD1342,P1144,1,28.47,28.47,No,0,11.1,39.57,Not Returned,,05-04-2025,39.57
TX1342,ORD1342,P1289,2,99.7,49.85,Yes,25.67,14.88,88.91,Not Returned,,05-04-2025,88.91
TX1343,ORD1343,P1341,1,105.77,105.77,Yes,23.39,19.42,101.8,Returned,10-05-2025 06:04,06-05-2025,19.42
TX1343,ORD1343,P1002,3,131.46,43.82,No,0,4.92,136.38,Not Returned,,06-05-2025,136.38
TX1344,ORD1344,P1488,1,98.88,98.88,Yes,17.13,17.12,98.87,Not Returned,,14-04-2025,98.87
TX1344,ORD1344,P1524,3,319.32,106.44,Yes,80.34,1.5,240.48,Not Returned,,14-04-2025,240.48
TX1344,ORD1344,P1926,3,128.67,42.89,Yes,33.65,10.7,105.72,Not Returned,,14-04-2025,105.72
TX1345,ORD1345,P1788,1,135.16,135.16,Yes,19.52,8.38,124.02,Returned,08-05-2025 12:49,01-05-2025,8.38
TX1345,ORD1345,P1932,3,129.6,43.2,Yes,27.12,9.37,111.85,Not Returned,,01-05-2025,111.85
TX1345,ORD1345,P1257,1,26.44,26.44,No,0,17.76,44.2,Not Returned,,01-05-2025,44.2
TX1346,ORD1346,P1611,2,163.74,81.87,Yes,25.41,23.07,161.4,Not Returned,,18-05-2025,161.4
TX1346,ORD1346,P1514,1,125.45,125.45,No,0,23.58,149.03,Not Returned,,18-05-2025,149.03
TX1347,ORD1347,P1443,3,422.37,140.79,No,0,13.75,436.12,Returned,24-03-2025 06:51,21-03-2025,13.75
TX1348,ORD1348,P1128,3,31.08,10.36,No,0,21.57,52.65,Not Returned,,16-04-2025,52.65
TX1348,ORD1348,P1788,2,270.32,135.16,Yes,68.82,16.86,218.36,Not Returned,,16-04-2025,218.36
TX1349,ORD1349,P1072,1,98.28,98.28,No,0,13.89,112.17,Not Returned,,18-03-2025,112.17
TX1350,ORD1350,P1753,3,206.82,68.94,No,0,9.99,216.81,Not Returned,,24-03-2025,216.81
TX1351,ORD1351,P1217,3,236.28,78.76,No,0,7.03,243.31,Not Returned,,30-03-2025,243.31
TX1351,ORD1351,P1013,1,39.7,39.7,Yes,5.55,1.24,35.39,Not Returned,,30-03-2025,35.39
TX1352,ORD1352,P1963,3,215.79,71.93,Yes,31.03,7.43,192.19,Not Returned,,08-04-2025,192.19
TX1352,ORD1352,P1849,1,115.49,115.49,No,0,14.97,130.46,Returned,17-04-2025 02:48,08-04-2025,14.97
TX1352,ORD1352,P1040,2,174.56,87.28,No,0,15.45,190.01,Not Returned,,08-04-2025,190.01
TX1353,ORD1353,P1928,1,9.16,9.16,Yes,1.99,4.33,11.5,Not Returned,,03-04-2025,11.5
TX1353,ORD1353,P1975,1,63.57,63.57,No,0,15.48,79.05,Not Returned,,03-04-2025,79.05
TX1354,ORD1354,P1086,3,266.55,88.85,Yes,41.35,11.41,236.61,Not Returned,,11-03-2025,236.61
TX1354,ORD1354,P1521,3,663.09,221.03,Yes,154.3,14.82,523.61,Returned,17-03-2025 02:13,11-03-2025,14.82
TX1355,ORD1355,P1015,1,43.08,43.08,No,0,23.45,66.53,Not Returned,,13-04-2025,66.53
TX1355,ORD1355,P1174,1,136.57,136.57,Yes,16.03,23.36,143.9,Not Returned,,13-04-2025,143.9
TX1355,ORD1355,P1278,2,140.68,70.34,Yes,15.03,23.57,149.22,Not Returned,,13-04-2025,149.22
TX1356,ORD1356,P1049,3,38.04,12.68,No,0,17.67,55.71,Not Returned,,10-05-2025,55.71
TX1357,ORD1357,P1173,2,277.04,138.52,No,0,23.93,300.97,Returned,01-06-2025 16:21,31-05-2025,23.93
TX1357,ORD1357,P1246,2,221.82,110.91,No,0,18.93,240.75,Not Returned,,31-05-2025,240.75
TX1358,ORD1358,P1397,2,133.04,66.52,No,0,0.23,133.27,Not Returned,,07-03-2025,133.27
TX1358,ORD1358,P1412,1,204.45,204.45,Yes,22.29,6.6,188.76,Not Returned,,07-03-2025,188.76
TX1359,ORD1359,P1198,2,428.96,214.48,No,0,3.24,432.2,Not Returned,,26-04-2025,432.2
TX1360,ORD1360,P1472,1,475.32,475.32,No,0,9.86,485.18,Not Returned,,24-04-2025,485.18
TX1361,ORD1361,P1989,1,17.19,17.19,No,0,23.54,40.73,Not Returned,,17-05-2025,40.73
TX1361,ORD1361,P1178,1,27.77,27.77,Yes,3.14,21.57,46.2,Not Returned,,17-05-2025,46.2
TX1361,ORD1361,P1671,1,21.39,21.39,No,0,1.64,23.03,Not Returned,,17-05-2025,23.03
TX1362,ORD1362,P1161,3,116.37,38.79,Yes,30.55,20.1,105.92,Not Returned,,18-05-2025,105.92
TX1362,ORD1362,P1474,3,154.29,51.43,No,0,20.12,174.41,Not Returned,,18-05-2025,174.41
TX1362,ORD1362,P1742,2,220.88,110.44,Yes,27.12,14.76,208.52,Not Returned,,18-05-2025,208.52
TX1363,ORD1363,P1477,1,68.21,68.21,Yes,9.44,19.87,78.64,Returned,28-03-2025 08:49,21-03-2025,19.87
TX1363,ORD1363,P1558,1,429.42,429.42,No,0,5.44,434.86,Not Returned,,21-03-2025,434.86
TX1364,ORD1364,P1291,1,15.48,15.48,Yes,2.05,19.39,32.82,Not Returned,,19-03-2025,32.82
TX1364,ORD1364,P1845,1,31,31,No,0,5.19,36.19,Not Returned,,19-03-2025,36.19
TX1364,ORD1364,P1744,3,1049.97,349.99,Yes,134.92,18.07,933.12,Returned,28-03-2025 02:47,19-03-2025,18.07
TX1365,ORD1365,P1471,2,194.8,97.4,Yes,54.89,15.05,154.96,Not Returned,,17-04-2025,154.96
TX1365,ORD1365,P1387,3,91.5,30.5,Yes,25.93,19.6,85.17,Not Returned,,17-04-2025,85.17
TX1366,ORD1366,P1281,2,252.2,126.1,No,0,21.31,273.51,Not Returned,,25-04-2025,273.51
TX1366,ORD1366,P1954,3,142.71,47.57,Yes,21.17,12.34,133.88,Not Returned,,25-04-2025,133.88
TX1367,ORD1367,P1887,1,464.59,464.59,No,0,4.13,468.72,Not Returned,,26-05-2025,468.72
TX1367,ORD1367,P1126,2,245.64,122.82,No,0,6.48,252.12,Not Returned,,26-05-2025,252.12
TX1368,ORD1368,P1326,2,245,122.5,No,0,22.59,267.59,Not Returned,,26-05-2025,267.59
TX1368,ORD1368,P1320,3,162.42,54.14,No,0,3.99,166.41,Not Returned,,26-05-2025,166.41
TX1368,ORD1368,P1614,2,326.7,163.35,No,0,7.88,334.58,Not Returned,,26-05-2025,334.58
TX1369,ORD1369,P1275,1,64.56,64.56,Yes,19.03,24.8,70.33,Not Returned,,07-03-2025,70.33
TX1370,ORD1370,P1547,3,91.68,30.56,No,0,24.07,115.75,Not Returned,,12-04-2025,115.75
TX1370,ORD1370,P1895,3,330.09,110.03,Yes,78.03,3.8,255.86,Returned,17-04-2025 13:25,12-04-2025,3.8
TX1370,ORD1370,P1417,2,149.6,74.8,No,0,13.17,162.77,Not Returned,,12-04-2025,162.77
TX1371,ORD1371,P1481,1,131.76,131.76,No,0,17.94,149.7,Not Returned,,13-03-2025,149.7
TX1372,ORD1372,P1821,1,85.26,85.26,No,0,6.12,91.38,Returned,26-03-2025 06:10,23-03-2025,6.12
TX1373,ORD1373,P1835,2,24.28,12.14,No,0,20.04,44.32,Not Returned,,14-05-2025,44.32
TX1374,ORD1374,P1111,1,112.8,112.8,Yes,31.8,3.68,84.68,Returned,07-05-2025 09:44,29-04-2025,3.68
TX1374,ORD1374,P1908,3,347.7,115.9,Yes,54.55,20.03,313.18,Not Returned,,29-04-2025,313.18
TX1374,ORD1374,P1517,1,90.11,90.11,Yes,10.32,17.22,97.01,Not Returned,,29-04-2025,97.01
TX1375,ORD1375,P1362,1,77.06,77.06,Yes,19.25,12.58,70.39,Not Returned,,17-05-2025,70.39
TX1376,ORD1376,P1738,1,20.4,20.4,Yes,5.93,20.78,35.25,Not Returned,,11-03-2025,35.25
